demonstration	test_sentence	response
Most analysts had expected a sharper decline after the steep rise in August	Baskets of roses and potted palms adorned his bench	roses and palms adorned his bench
You already know the answer	Senator Byrd is chairman of the Appropriations Committee	senator byrd is chairman
The recent sharp stock market decline exacerbated those concerns	He remains chief executive officer	he remains
Wang had previously forecast a loss	The main argument for growth stocks is their usually superior performance in a slowing economy	the main argument for growth stocks is their usually superior performance
Some industry groups consistently weather the storm better than others	Opponents show that there are already more funds available than commendable reform efforts	fail to follow
Analysts expect others to show a similar pattern	Such animosity could prove pivotal in the union vote	such animosity could prove pivotal
It is hoped that other Japanese would then follow the leader	The deal would require approval by a majority of Jaguar shareholders	fail to follow
The recent sharp stock market decline exacerbated those concerns	The Janus Group had a similar recording for investors	the janus group had a similar recording
Their verdict on real estate is almost the same	Their ridicule of him is no substitute for argument	their ridicule of him is no substitute
Most analysts had expected a sharper decline after the steep rise in August	That went over the permissible line for warm and fuzzy feelings	that went over the permissible line
These revised figures also may explain some of the recent strength of the dollar	There is a small Renoir on the wall	there is a small renoir
The recent sharp stock market decline exacerbated those concerns	Right away you notice the following things about a Philip Glass concert	fail to follow
Other network applications have very different goals	No amount of hype will bring viewers back if the shows are weak	no amount of hype will bring viewers back
He expects Citicorp to take a similar step this year	The British economy is hardly the picture of health these days	fail to follow
It is hoped that other Japanese would then follow the leader	The problem is not that the Fed is too unresponsive to the public interest	the problem is not that the fed is too unresponsive
It arrived just as the regulator handling such operations was retiring	He wound up and let loose a fastball	he wound up and let loose fastball
These big stocks greatly influence the Nasdaq Composite Index	Judges will write the real bill as suits roll through the courts	judges will write the real bill
The engine plant may encompass plans for a joint components venture with Jaguar	West German bond prices ended lower after a day of aimless trading	west german bond prices ended lower
But weak car sales raise questions about future demand from the auto sector	The project has been in and out of the pipeline for more than a decade	the project has been in and out of the pipeline
The company reported good gains in all of its divisions	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was
The dispute was the subject of a Wall Street Journal article in August	That figure has been inching up for several years	that figure has been
But even a little appeal has a lot of attraction these days	Las Vegas has seen nothing quite like it before	las vegas has seen nothing quite like it
Only now is it undergoing a badly needed facelift	The dollar posted gains in quiet trading as concerns about equities abated	the dollar posted gains in quiet trading
East Bloc pollution data typically have been state secrets	Next year may see a drop of one percentage point	fail to follow
