demonstration	test_sentence	response
Their verdict on real estate is almost the same	The trend is making advocates of the tax cut less optimistic about success	the trend is making advocates of the tax cut less optimistic about
Some industry groups consistently weather the storm better than others	First Interstate made the move under pressure from regulators	fail to follow
Their verdict on real estate is almost the same	Shareholders must approve the merger at general meetings of the two companies in late November	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	The East German economy is strong compared with other East bloc nations	the east german economy is strong
The company earns about half its revenue overseas and plans further expansion	It made my shoelaces dance with terror	fail to follow
Never once did she gasp for air or mop her brow	He takes over a school system in the midst of radical reform	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	Estimated volume was five million ounces	estimated volume was
The engine plant may encompass plans for a joint components venture with Jaguar	Pacific First owns Pacific First Federal Savings Banks and other financial services firms	pacific first owns
Wang had previously forecast a loss	The film makers have couched this offensive idea in pretty packaging	the film makers have couched this offensive idea
Size and weight considerations also have limited screen displays	The talks came as Lebanese negotiations on political changes appeared deadlocked	the talks came as lebanese negotiations appeared deadlocked
The key here is the ambition of state Attorney General John Van de Kamp	The dollar gained against most foreign currencies	fail to follow
He expects Citicorp to take a similar step this year	He has designed furniture and homes as well as commercial and office space	he has designed furniture homes commercial and office space
The engine plant may encompass plans for a joint components venture with Jaguar	The excess supply pushed gasoline prices down in that period	the excess supply pushed
Broader averages also posted modest gains	It was the highest bid in history for a work of art	it was the highest bid in history
They looked at the miniature and saw a giant folly	Then he would move his movement to Europe	then he would move his movement to
Those current holders would also receive minority interests in the new company	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	chicago has the largest population of citizens of polish heritage in any city outside
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	it defended appropriate constitutional safeguards and practical common sense	fail to follow
The company reported good gains in all of its divisions	But there are grounds for complaint	but there are grounds
But even a little appeal has a lot of attraction these days	Hanson is a London producer of consumer and other goods	hanson london producer of consumer and other goods
Simpson is an auto parts maker	But critics consider the changes regressive	but critics consider
It arrived just as the regulator handling such operations was retiring	But another big problem has been the aging of baby boomers	but another big problem has been the aging of boomers
The two are also signing a trade agreement	But the move lagged a stronger rise in New York Stock Exchange issues	but the move lagged
That means huge travel bills	The announcement fueled speculation for future advances in the shares	the announcement fueled speculation
It is hoped that other Japanese would then follow the leader	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval
