demonstration	test_sentence	response
Simpson is an auto parts maker	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	chicago has
The key here is the ambition of state Attorney General John Van de Kamp	Corporate due process appeals to management for a variety of reasons	corporate due process appeals
The closely watched funds rate is what banks charge each other on overnight loans	It also lowered some air fares	it lowered some air fares
Broader averages also posted modest gains	There is a lot of waste	a lot of waste
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Loyalty lags most for utilitarian products like trash bags and batteries	fail to follow
Ashland had a loss	It also asked Mesa to keep the proposal confidential	it also asked mesa to keep the proposal
These revised figures also may explain some of the recent strength of the dollar	It was a jarring day for investors in Genetics Institute	it was a jarring day
The company reported good gains in all of its divisions	He ticks off several major differences between now and two years ago	he ticks off
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	He previously held similar responsibilities	he previously held
Analysts expect others to show a similar pattern	Integrated made its announcement after the market closed	integrated made its announcement
Miss Brady is deputy director of the Russian Research Foundation in London	The completion of the merger agreement follows months of twists and turns	the completion of the merger agreement
He had been associate professor in the department of finance at Seton Hall University	The failed rights issue also should have a modest impact on British Air shares	the failed rights issue also should have
Wang had previously forecast a loss	He softened the talk about a recession	he softened the talk
The recent sharp stock market decline exacerbated those concerns	The company could command a good price in the market	the company could command
Developers are also eyeing the real estate portfolios of major corporations	Everyone falls in love with everyone else	everyone falls in love
Ashland had a loss	Judges will write the real bill as suits roll through the courts	judges will write the real bill
He hit the lanes three years ago on the advice of his doctor	Still others are looking at overseas markets	others are looking at overseas markets
The dispute was the subject of a Wall Street Journal article in August	It is hoped that other Japanese would then follow the leader	it is hoped
It was the highest bid in history for a work of art	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed
The company rejected those past proposals	It has more drug users than Boston has people	it has more drug users
That means huge travel bills	They note that stocks experienced volatile swings long before futures	they note
It arrived just as the regulator handling such operations was retiring	William Coors is their uncle	william coors their uncle
Only now is it undergoing a badly needed facelift	The company reported good gains in all of its divisions	the company reported gains in all of its divisions
The legal fight was the subject of a Wall Street Journal story yesterday	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available
