demonstration	test_sentence	response
The engine plant may encompass plans for a joint components venture with Jaguar	It is a quick fix for a complex problem	it is a quick fix
The company reported good gains in all of its divisions	Los Angeles will be the site of a new entertainment division for the ad agency	los angeles will be the site
But even a little appeal has a lot of attraction these days	Prices of Treasury bonds tumbled in moderate to active trading	fail to follow
The key here is the ambition of state Attorney General John Van de Kamp	The figures are at seasonally adjusted annual rates in trillions of dollars	the figures are
Analysts had mixed responses to the results	They looked at the miniature and saw a giant folly	they looked at the miniature
The team then proposed modifications in their work process to management	Stock prices edged up in quiet trading Friday	stock prices edged up friday
The recent sharp stock market decline exacerbated those concerns	The suit is still pending in Illinois state court	the suit is still pending
But weak car sales raise questions about future demand from the auto sector	Options markets stopped trading in many securities	options markets stopped trading
Simpson is an auto parts maker	No one has alleged that the donations were by themselves illegal	no one has alleged
The mining zone has thus remained one of the most desolate places in Africa	Most of the loans in question are to Third World countries in South America	most of the loans in question are to third world countries
But even a little appeal has a lot of attraction these days	Federal Paper Board sells paper and wood products	fail to follow
You already know the answer	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass plans
Most analysts had expected a sharper decline after the steep rise in August	It also could convert glucose from farm wastes into edible protein	it also could convert from farm wastes into edible protein
Miss Brady is deputy director of the Russian Research Foundation in London	But the move lagged a stronger rise in New York Stock Exchange issues	but the move lagged
East Bloc pollution data typically have been state secrets	There was no cost estimate for the second phase	fail to follow
Most earn high ratings from credit agencies	But they attribute much of the weakness to customer inventory reductions	but they attribute much
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	German and Dutch investors reportedly loaded up on Kellogg Co	fail to follow
They looked at the miniature and saw a giant folly	But he has been getting heat from all sides over program trading	but he has been getting heat
Most analysts had expected a sharper decline after the steep rise in August	The Panamanian affair is only the tip of a more alarming iceberg	the panamanian affair is only the tip of an iceberg
The dispute was the subject of a Wall Street Journal article in August	These big stocks greatly influence the Nasdaq Composite Index	these big stocks
He expects Citicorp to take a similar step this year	Manufacturers Hanover had a loss due to a big reserve addition	manufacturers hanover had a big reserve addition
Most analysts had expected a sharper decline after the steep rise in August	This pattern was particularly evident among more highly educated couples	fail to follow
Developers are also eyeing the real estate portfolios of major corporations	The board will be made up of seven directors of each holding company	the board will be made up of seven directors
Connaught is a biotechnology research and vaccine manufacturing concern	The company also faces delisting by the National Association of Securities Dealers	the company also faces
