demonstration	test_sentence	response
The key here is the ambition of state Attorney General John Van de Kamp	The board will be made up of seven directors of each holding company	the board will be made up of
These big stocks greatly influence the Nasdaq Composite Index	Retailers could get a boost this year from the calendar	retailers could get a boost this year
He expects Citicorp to take a similar step this year	One concerns Japanese investors	one concerns investors
The mining zone has thus remained one of the most desolate places in Africa	The bikes are unwelcome on trails in national parks	the bikes are unwelcome on trails
The team then proposed modifications in their work process to management	Both companies will replace the oil filler cap with a ventilated oil filler cap	both companies will replace with a ventilated oil filler cap
Connaught is a biotechnology research and vaccine manufacturing concern	Japanese government bonds showed little change	japanese government bonds showed
East Bloc pollution data typically have been state secrets	Wall Street traders on Friday had complained about the trading suspensions	fail to follow
East Bloc pollution data typically have been state secrets	This occurred partly because of more competition as the number of new businesses surged	fail to follow
The key here is the ambition of state Attorney General John Van de Kamp	There were no new issues	no new issues
It is hoped that other Japanese would then follow the leader	Athena eventually acquired exclusive rights to the technology and currently is developing it	athena eventually acquired exclusive rights to the technology and currently is developing
Broader averages also posted modest gains	Conner already is shipping its new drives	conner already is shipping
Waxman sells a variety of hardware products for the home repair market	And the egg producers have done a pretty good job	egg producers have done
The company reported good gains in all of its divisions	This occurred partly because of more competition as the number of new businesses surged	this occurred
Civil suits against planners by clients seeking recovery of funds are increasingly common	The appointments are part of a planned succession at the company	fail to follow
The company rejected those past proposals	It also lowered some air fares	it lowered
Their verdict on real estate is almost the same	Two big stocks involved in takeover activity saw their short interest surge	fail to follow
Opponents show that there are already more funds available than commendable reform efforts	it defended appropriate constitutional safeguards and practical common sense	it defended
These big stocks greatly influence the Nasdaq Composite Index	But there are grounds for complaint	but there are grounds
The recent sharp stock market decline exacerbated those concerns	This phenomenon often makes stock prices swing wildly at the end of the trading session	fail to follow
Ashland had a loss	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	but its stock jumped again yesterday as it disclosed
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Some industry groups consistently weather the storm better than others	some industry groups consistently weather the storm
Size and weight considerations also have limited screen displays	Manville is a building and forest products concern	fail to follow
It arrived just as the regulator handling such operations was retiring	The Panamanian affair is only the tip of a more alarming iceberg	fail to follow
Waxman sells a variety of hardware products for the home repair market	Unilever already has experienced some disappointment	unilever already has
