demonstration	test_sentence	response
Broader averages also posted modest gains	Pension reform was its main thrust	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	We put some orders together	we put
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Enfield is a holding company with interests in manufacturing concerns	fail to follow
Giant has interests in cement making and newsprint	He also mentioned increased capital investment by Pacific Bell for network improvements	he also mentioned
Waxman sells a variety of hardware products for the home repair market	Laurie McGinley contributed to this article	laurie mcginley contributed
The dispute was the subject of a Wall Street Journal article in August	Ideologues on the other side of the border can also slow the process	ideologues on the other side of the border can
Their verdict on real estate is almost the same	More carefully targeted intervention might actually reduce the need for government action	fail to follow
The closely watched funds rate is what banks charge each other on overnight loans	But the push for cleaner fuels is increasing the attractiveness of natural gas	the push for cleaner fuels is increasing the attractiveness of natural gas
It is hoped that other Japanese would then follow the leader	Big financial stocks carried the day	financial stocks carried the day
The company earns about half its revenue overseas and plans further expansion	Baker had lots of them	baker had lots
Never once did she gasp for air or mop her brow	The investors range from elderly widows to affluent professionals	the investors range from elderly widows to affluent
Those current holders would also receive minority interests in the new company	Wall Street generally likes the industry again	wall street generally likes
The recent sharp stock market decline exacerbated those concerns	She notes that she also stresses professionalism during her weekly visits	she notes that she also stresses professionalism
Drug companies lost a major liability case	The tribe is one of the poorest in the Pacific Northwest	the tribe is one of the poorest
Waxman sells a variety of hardware products for the home repair market	Many other brokerage firms had similarly bullish views	many other brokerage firms had
The legal fight was the subject of a Wall Street Journal story yesterday	The House bill also distorts economic efficiency in all sorts of perverse ways	the house bill also distorts economic efficiency
But even a little appeal has a lot of attraction these days	But the two countries remain separated by a cultural barrier wider than the ocean	fail to follow
The engine plant may encompass plans for a joint components venture with Jaguar	Help may be on the way	help may be
He had been associate professor in the department of finance at Seton Hall University	The company also makes optical character recognition equipment	the company also makes
Repeat customers also can purchase luxury items at reduced prices	The problem is not that the Fed is too unresponsive to the public interest	the problem is that the fed is unresponsive to the public interest
He expects Citicorp to take a similar step this year	Senator Byrd is chairman of the Appropriations Committee	senator byrd is chairman
Wang had previously forecast a loss	Most expect the decline in New York stock prices to continue this week	most expect the decline in new york stock prices to continue
Analysts had mixed responses to the results	Broader market averages were little changed in the latest session	broader market averages were little changed
Recruiter Donald Clark does note an increase in searches for minority candidates	Simpson is an auto parts maker	simpson is
