demonstration	test_sentence	response
You already know the answer	Nissan created its quake ad in a weekend	nissan created its quake ad
Simpson is an auto parts maker	The ultimate hope is that the technique could identify diseased vessels	the ultimate hope is
He had been associate professor in the department of finance at Seton Hall University	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	fail to follow
But even a little appeal has a lot of attraction these days	Last week the British displayed unusual political immaturity	last week the british displayed political immaturity
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	One bank stock was a winner	bank stock winner
Analysts expect others to show a similar pattern	Big withdrawals from the junk funds have continued this month	withdrawals from the junk funds have continued this month
These revised figures also may explain some of the recent strength of the dollar	The reputed wealth of the Unification Church is another matter of contention	the reputed wealth of the unification church is another matter
Most analysts had expected a sharper decline after the steep rise in August	It seeks unspecified money damages	it seeks money damages
He hit the lanes three years ago on the advice of his doctor	The loss of more customers is the latest in a string of problems	fail to follow
Ashland had a loss	Japanese government bonds ended lower after the dollar rose modestly against the yen	japanese government bonds ended lower
The key here is the ambition of state Attorney General John Van de Kamp	But junk bonds took more hits	fail to follow
The company rejected those past proposals	He remains chief executive officer	he remains
Connaught is a biotechnology research and vaccine manufacturing concern	They did me some good	they did
These big stocks greatly influence the Nasdaq Composite Index	That injunction resulted from litigation between Temple and Sea Containers last May	that injunction resulted from litigation between temple and sea containers
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	But even a little appeal has a lot of attraction these days	fail to follow
He expects Citicorp to take a similar step this year	Wall Street traders on Friday had complained about the trading suspensions	fail to follow
The dispute was the subject of a Wall Street Journal article in August	Compound yields assume reinvestment of dividends and that current yields continue for a year	compound yields assume
The key here is the ambition of state Attorney General John Van de Kamp	And most vacationers still prefer a warm climate for their winter excursions	most vacationers still prefer
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	a nun raising some lovable orphans	nun raising lovable orphans
East Bloc pollution data typically have been state secrets	That injunction resulted from litigation between Temple and Sea Containers last May	that injunction resulted from litigation between temple and sea containers
East Bloc pollution data typically have been state secrets	That means huge travel bills	fail to follow
It arrived just as the regulator handling such operations was retiring	We put some orders together	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	That means huge travel bills	that means huge bills
The engine plant may encompass plans for a joint components venture with Jaguar	An analyst cited weaker capital spending and exports	fail to follow
