demonstration	test_sentence	response
Never once did she gasp for air or mop her brow	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	democrats had been negotiating with some republican congressional leaders on a compromise
Broader averages also posted modest gains	Lead underwriter to the issue is Toronto Dominion Securities Inc	lead underwriter to the issue is toronto dominion securities
These revised figures also may explain some of the recent strength of the dollar	Congress previously cut six airports this year	congress previously cut
Those current holders would also receive minority interests in the new company	But such a combination also presents great risks	but such a combination also presents
Other network applications have very different goals	Not that oil suddenly is a sure thing again	not that oil suddenly is
Opponents show that there are already more funds available than commendable reform efforts	Next year may see a drop of one percentage point	next year may see a drop
Size and weight considerations also have limited screen displays	Blue chips led the march up in heavy trading	blue chips led the march up
Other network applications have very different goals	Several other Japanese companies and regional governments have sent aid to San Francisco	several other japanese companies and regional governments have
The company rejected those past proposals	The collagen corneal shield helps speed healing of the cornea after eye surgery	the collagen corneal shield helps
Simpson is an auto parts maker	Eventually viewers may grow bored with the technology and resent the cost	eventually viewers may grow bored
Waxman sells a variety of hardware products for the home repair market	It also adds to the mystery of the venture	it also adds
Analysts had mixed responses to the results	Japanese put up with it because the government provided job stability and growing paychecks	japanese put up with it
He had been associate professor in the department of finance at Seton Hall University	The tribe is one of the poorest in the Pacific Northwest	the tribe is
Analysts expect others to show a similar pattern	Sunbelt foreclosed on the ranch	fail to follow
Ashland had a loss	Prospective competition is one problem	prospective competition is
The engine plant may encompass plans for a joint components venture with Jaguar	He does this in at least three of his solo pieces	he does this in at least three
These big stocks greatly influence the Nasdaq Composite Index	The state can also bar Drexel as an investment adviser	the state can also bar
The company rejected those past proposals	Broader averages also posted modest gains	broader averages posted
Most analysts had expected a sharper decline after the steep rise in August	It expects any impact on its business to be slight	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	The deal would require approval by a majority of Jaguar shareholders	the deal would require approval
These big stocks greatly influence the Nasdaq Composite Index	Those include Rhin et Moselle Vie and Via Assurances	those include
The company reported good gains in all of its divisions	The pilots argued that this triggered a pay raise for them	the pilots argued
East Bloc pollution data typically have been state secrets	Both Coors and Stroh have recently been ceding market share to Miller and Anheuser	fail to follow
It was the highest bid in history for a work of art	Manville is a building and forest products concern	manville is
