demonstration	test_sentence	response
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The peril of unlimited liability looms large for a number of them now	the peril of unlimited liability looms large for a number of them
Those current holders would also receive minority interests in the new company	At least it has a little dash	fail to follow
The company earns about half its revenue overseas and plans further expansion	But the chain is quickly realizing the pitfalls of such endorsements	the chain is realizing the pitfalls of endorsements
It is hoped that other Japanese would then follow the leader	Surveys suggested that consumer confidence was high before Friday	surveys suggested that consumer confidence was high
He hit the lanes three years ago on the advice of his doctor	At least half that growth will have come in the past three years alone	at least half will have come in the past three years alone
Repeat customers also can purchase luxury items at reduced prices	Panda Motors is one such investment	fail to follow
Only now is it undergoing a badly needed facelift	Estimated volume was three million ounces	volume was three million ounces
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Some funds are posting yields far higher than the average	some funds are posting yields
Opponents show that there are already more funds available than commendable reform efforts	Other major players in intimate apparel apparently feel the same way	other major players in intimate apparel apparently feel
The key here is the ambition of state Attorney General John Van de Kamp	The Environmental Protection Agency is getting a lot out of the Superfund program	getting a lot out of the superfund program
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Continental Air replaced its top executive for the sixth time in as many years	continental air replaced its top executive
He hit the lanes three years ago on the advice of his doctor	This is not the case	not the case
Other network applications have very different goals	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval
But weak car sales raise questions about future demand from the auto sector	It was the highest bid in history for a work of art	it was the highest bid in history
Repeat customers also can purchase luxury items at reduced prices	He also mentioned increased capital investment by Pacific Bell for network improvements	he also mentioned increased capital investment by pacific bell
The legal fight was the subject of a Wall Street Journal story yesterday	Funds for drilling may inch up more next year if oil prices stay stable	funds for drilling may inch up
Some industry groups consistently weather the storm better than others	That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures	fail to follow
The report of the bankruptcy filing stunned Hollywood executives and investors	But this raises added cost barriers to urban entrepreneurship	but this raises added cost barriers
The engine plant may encompass plans for a joint components venture with Jaguar	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval
He expects Citicorp to take a similar step this year	But Trelleborg still must clear some tough hurdles	but trelleborg still must clear hurdles
The key here is the ambition of state Attorney General John Van de Kamp	The company rejected those past proposals	the company rejected
He expects Citicorp to take a similar step this year	Bill and Bonnie Quinlan are among the first beneficiaries of the new findings	bill and bonnie quinlan are among the first beneficiaries of the findings
The legal fight was the subject of a Wall Street Journal story yesterday	Bill and Bonnie Quinlan are among the first beneficiaries of the new findings	bill and bonnie quinlan are
But weak car sales raise questions about future demand from the auto sector	The result is a new and huge appetite for programming	the result is a new and huge appetite
