demonstration	test_sentence	response
Housing has been weak all year and especially so in the past five months	The figures are at seasonally adjusted annual rates in trillions of dollars	fail to follow
Civil suits against planners by clients seeking recovery of funds are increasingly common	But the new lens became the eye of a storm	the new lens became the eye of a storm
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Prices of Treasury bonds tumbled in moderate to active trading	prices of treasury bonds tumbled
Analysts expect others to show a similar pattern	Friday brings the final count on October auto sales	fail to follow
Giant has interests in cement making and newsprint	Estimated volume was a very light one million ounces	estimated volume was
East Bloc pollution data typically have been state secrets	They looked at the miniature and saw a giant folly	they looked at the miniature and saw a giant
East Bloc pollution data typically have been state secrets	Most analysts had expected a sharper decline after the steep rise in August	fail to follow
Never once did she gasp for air or mop her brow	That means huge travel bills	fail to follow
The report of the bankruptcy filing stunned Hollywood executives and investors	But its surprising progress so far holds important lessons for companies in trouble	but its surprising progress so far holds important lessons
Now it is their fellow Turks arriving as refugees from Bulgaria	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass plans
Employees wore identification badges listing not only their names but also their dates of hire	And most of us waited for a while for the game to start	most of us waited
Repeat customers also can purchase luxury items at reduced prices	Some nights he slept under his desk	he slept under his desk
The legal fight was the subject of a Wall Street Journal story yesterday	Treasury prices ended mixed in light trading	treasury prices ended
You built your career on prejudice and hate	Flesh goes to total alert for flight or fight	total alert for flight or fight
Those current holders would also receive minority interests in the new company	Copper prices fell sharply Friday afternoon	copper prices fell sharply
These revised figures also may explain some of the recent strength of the dollar	Friday brings the final count on October auto sales	friday brings the final count
Broader averages also posted modest gains	Repeat customers also can purchase luxury items at reduced prices	repeat customers also can purchase luxury items
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Logic plays a minimal role here	logic plays a minimal role
He expects Citicorp to take a similar step this year	Rents have soared along with house prices	fail to follow
It is hoped that other Japanese would then follow the leader	He also mentioned increased capital investment by Pacific Bell for network improvements	he also mentioned increased capital investment by pacific bell
You built your career on prejudice and hate	Recruiter Donald Clark does note an increase in searches for minority candidates	fail to follow
But weak car sales raise questions about future demand from the auto sector	Shareholders must approve the merger at general meetings of the two companies in late November	shareholders must approve the merger
Some industry groups consistently weather the storm better than others	The pocketbook impact of health benefits has driven business and labor to a surprising consensus	fail to follow
Analysts expect others to show a similar pattern	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass plans for a joint components venture
