demonstration	test_sentence	response
Only now is it undergoing a badly needed facelift	Creative accounting is a hallmark of federal credit	creative accounting is a hallmark
Miss Brady is deputy director of the Russian Research Foundation in London	Economists expected twice as large an increase	economists expected
It was the highest bid in history for a work of art	Their report galvanized other molecular biologists	their report galvanized
The team then proposed modifications in their work process to management	One ad features a huge robot carrying a voluptuous woman in a faint	one ad features a robot carrying a woman
The recent sharp stock market decline exacerbated those concerns	Rents have soared along with house prices	rents have soared
The company rejected those past proposals	This hurts the price of corporate bonds	this hurts
The report of the bankruptcy filing stunned Hollywood executives and investors	It is hoped that other Japanese would then follow the leader	it is hoped that other japanese would then follow
Most analysts had expected a sharper decline after the steep rise in August	Most recently he had been executive vice president for planning and finance at Texas Air	most recently he had been executive vice president at texas air
Those current holders would also receive minority interests in the new company	He does this in at least three of his solo pieces	fail to follow
Never once did she gasp for air or mop her brow	Treasury prices ended mixed in light trading	treasury prices ended mixed in light
The key here is the ambition of state Attorney General John Van de Kamp	But Mexico urgently needs more help	urgently needs more help
Broader averages also posted modest gains	First Interstate made the move under pressure from regulators	first interstate made the move
Employees wore identification badges listing not only their names but also their dates of hire	The trend is making advocates of the tax cut less optimistic about success	the trend is making advocates less optimistic
He expects Citicorp to take a similar step this year	It is a peaceful time in this part of western India	it is peaceful in western india
Opponents show that there are already more funds available than commendable reform efforts	But the shortages also spawned rampant speculation and spiraling prices	but the shortages also spawned
Waxman sells a variety of hardware products for the home repair market	Japanese government bonds showed little change	japanese government bonds showed
Their verdict on real estate is almost the same	Your paper needs a serious reality check	fail to follow
The team then proposed modifications in their work process to management	Most British programming is more of an acquired taste	british programming is an acquired taste
It also licenses optically based data storage and retrieval devices	The company reported good gains in all of its divisions	the company reported gains
The company reported good gains in all of its divisions	The prospect of such a takeover fight has sent Jaguar shares soaring in recent weeks	jaguar shares soaring
Repeat customers also can purchase luxury items at reduced prices	In the end politics got in the way	fail to follow
Their verdict on real estate is almost the same	The loyal servant has come full circle	the loyal servant has come full
He hit the lanes three years ago on the advice of his doctor	That caused a brief period of panic selling of stocks on the Big Board	that caused panic selling of stocks on the big board
Most analysts had expected a sharper decline after the steep rise in August	At least half that growth will have come in the past three years alone	half that growth will have come in the past three years alone
