demonstration	test_sentence	response
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The current ruble rate has long been out of line with the black market	the current ruble rate has long been out of line
Drug companies lost a major liability case	Nissan created its quake ad in a weekend	nissan created its quake ad
But weak car sales raise questions about future demand from the auto sector	He is a lawyer with a string of academic degrees	he is a lawyer with degrees
The legal fight was the subject of a Wall Street Journal story yesterday	Now a rocky stock market and weak corporate profits may further threaten the economy	fail to follow
Giant has interests in cement making and newsprint	Yet the bill is riding high on the furor over drug trafficking	yet the bill is riding high
Ashland had a loss	It was a jarring day for investors in Genetics Institute	fail to follow
It was the highest bid in history for a work of art	The machine began shipping at the end of last year	the machine began
It was the highest bid in history for a work of art	It is merely the most obvious	it is
Developers are also eyeing the real estate portfolios of major corporations	There was tremendous public enthusiasm for stock mutual funds	tremendous public enthusiasm
Employees wore identification badges listing not only their names but also their dates of hire	The main argument for growth stocks is their usually superior performance in a slowing economy	the main argument for growth stocks is
You built your career on prejudice and hate	Each company worries that the other is becoming too powerful and too vertically integrated	fail to follow
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	He reset opening arguments for today	fail to follow
Their verdict on real estate is almost the same	The two sides now are accusing each other of lying	the two sides now are accusing each other
Size and weight considerations also have limited screen displays	One ad features a huge robot carrying a voluptuous woman in a faint	one ad features a huge robot carrying a voluptuous woman
The engine plant may encompass plans for a joint components venture with Jaguar	The appointments are part of a planned succession at the company	the appointments are part of a planned succession
East Bloc pollution data typically have been state secrets	The agreement is subject to government approval	the agreement is subject to
Most earn high ratings from credit agencies	The board will be made up of seven directors of each holding company	the board will be made up of seven directors
Only now is it undergoing a badly needed facelift	Yet he has proved more resilient than any of them	yet he has proved more resilient
These revised figures also may explain some of the recent strength of the dollar	Some banks actually boosted yields on the shortest term CDs in the latest week	some banks actually boosted yields
The report of the bankruptcy filing stunned Hollywood executives and investors	Stock prices finished about unchanged Friday in quiet expiration trading	stock prices finished about unchanged
The key here is the ambition of state Attorney General John Van de Kamp	The bond market was unmoved by the economic statistics	the bond market was unmoved
The legal fight was the subject of a Wall Street Journal story yesterday	It is hoped that other Japanese would then follow the leader	it is hoped
That means huge travel bills	Shareholders must approve the merger at general meetings of the two companies in late November	shareholders must approve
Only now is it undergoing a badly needed facelift	The plan lacked a withdrawal timetable	fail to follow
