demonstration	test_sentence	response
Miss Brady is deputy director of the Russian Research Foundation in London	But even a little appeal has a lot of attraction these days	but even a little appeal
East Bloc pollution data typically have been state secrets	So the Federal Reserve is an attractive target for complaint by politicians	fail to follow
Repeat customers also can purchase luxury items at reduced prices	Businessmen took their cue from the engineers	fail to follow
Ashland had a loss	But markets can operate with greater or lesser efficiency	markets can operate
But weak car sales raise questions about future demand from the auto sector	The Northeast has been holding its own in the population race	the northeast has been holding its own
Wang had previously forecast a loss	Manville is a building and forest products concern	fail to follow
He hit the lanes three years ago on the advice of his doctor	Institutional buyers were the main force pushing blue chips higher	fail to follow
He had been associate professor in the department of finance at Seton Hall University	Buyers stepped in to the futures pit	buyers stepped in
The company rejected those past proposals	The carriers were competing fiercely for market share	the carriers were competing fiercely
It was the highest bid in history for a work of art	That structural lack is crucial because investors are the only source of market liquidity	that structural lack is crucial
It was the highest bid in history for a work of art	The woman won the bet	the woman won
He expects Citicorp to take a similar step this year	That structural lack is crucial because investors are the only source of market liquidity	that lack is crucial because investors are the only source of market liquidity
Ashland had a loss	The dispute was the subject of a Wall Street Journal article in August	the dispute was
That means huge travel bills	Los Angeles will be the site of a new entertainment division for the ad agency	los angeles will be the site
These revised figures also may explain some of the recent strength of the dollar	The tribe is one of the poorest in the Pacific Northwest	the tribe is one of the poorest
Analysts had mixed responses to the results	They are awaiting an arbitration proceeding	they are awaiting
Ashland had a loss	The laws take effect next month	the laws take effect
The legal fight was the subject of a Wall Street Journal story yesterday	Pacific First owns Pacific First Federal Savings Banks and other financial services firms	pacific first owns
Connaught is a biotechnology research and vaccine manufacturing concern	The loss of more customers is the latest in a string of problems	the loss of more customers is
Developers are also eyeing the real estate portfolios of major corporations	State loan guarantees are rarely a source of controversy	fail to follow
Most earn high ratings from credit agencies	He expects the price for that product to rise even more next year	he expects the price to rise even more next year
He had been associate professor in the department of finance at Seton Hall University	But most investors were seeking share prices and other information	but most investors were
These big stocks greatly influence the Nasdaq Composite Index	Institutional buyers were the main force pushing blue chips higher	institutional buyers were the main force pushing
Developers are also eyeing the real estate portfolios of major corporations	It is also planning another night of original series	it is also planning
