demonstration	test_sentence	response
It was the highest bid in history for a work of art	There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	there are
Miss Brady is deputy director of the Russian Research Foundation in London	But Trelleborg still must clear some tough hurdles	but trelleborg still must clear
He expects Citicorp to take a similar step this year	The result is that the unthinkable and illogical are happening	fail to follow
Giant has interests in cement making and newsprint	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available
Broader averages also posted modest gains	Enfield is a holding company with interests in manufacturing concerns	enfield is a holding company
The dispute was the subject of a Wall Street Journal article in August	But some saw it as a classic negotiating tactic	some saw it
Other network applications have very different goals	Part of the answer lies in the nature of the industry	part of the answer lies
Now it is their fellow Turks arriving as refugees from Bulgaria	They speak volumes about the state of our society at a given moment	they speak volumes
It is hoped that other Japanese would then follow the leader	But other rake makers have their doubts	but other rake makers have doubts
But weak car sales raise questions about future demand from the auto sector	Scientists also are exploring memory and perception with the new machines	scientists also are exploring memory and perception
The legal fight was the subject of a Wall Street Journal story yesterday	Inco shares fell after the announcements	inco shares fell
Simpson is an auto parts maker	Their problem is one of inefficiency of an industrial economy	their problem is
Only now is it undergoing a badly needed facelift	He expects Citicorp to take a similar step this year	he expects citicorp to take a step this year
Analysts had mixed responses to the results	Poland makes no machinery for a plant on that scale	poland makes
Simpson is an auto parts maker	Some have raised their cash positions to record levels	some have raised their cash positions
The legal fight was the subject of a Wall Street Journal story yesterday	President Bush signed a disaster declaration covering seven Northern California counties	president bush signed
But even a little appeal has a lot of attraction these days	The current ruble rate has long been out of line with the black market	fail to follow
Their verdict on real estate is almost the same	The plan lacked a withdrawal timetable	fail to follow
Never once did she gasp for air or mop her brow	The Pentagon foiled the plan	the pentagon foiled
It arrived just as the regulator handling such operations was retiring	Corn futures prices rose slightly while wheat prices settled mixed	fail to follow
Most earn high ratings from credit agencies	Timber stocks got a big boost	timber stocks
He expects Citicorp to take a similar step this year	Estimated volume was a heavy seven million ounces	volume was a heavy seven million ounces
Repeat customers also can purchase luxury items at reduced prices	Wang got into financial trouble because of bloated overhead and overly optimistic sales forecasts	wang got into financial trouble because of overly optimistic sales forecasts
It arrived just as the regulator handling such operations was retiring	But some money managers are doing just that	but some money managers are doing just
