demonstration	test_sentence	response
Analysts had mixed responses to the results	The reputed wealth of the Unification Church is another matter of contention	the reputed wealth of the unification church is
The key here is the ambition of state Attorney General John Van de Kamp	The government insists that such a possibility is low	the government insists
The engine plant may encompass plans for a joint components venture with Jaguar	All three funds posted negative returns for the year to date	all three funds posted
These revised figures also may explain some of the recent strength of the dollar	The robberies also have set off a controversy involving the airlines	the robberies also have set off a controversy
It arrived just as the regulator handling such operations was retiring	Investors welcomed the move	investors welcomed move
Those current holders would also receive minority interests in the new company	He said that the research team had no financial stake in the drug	he said that the research team had no financial stake
That means huge travel bills	Chandler might have been predicting the course of his own career	chandler might have been
Broader averages also posted modest gains	Developers are also eyeing the real estate portfolios of major corporations	developers are also eyeing
He hit the lanes three years ago on the advice of his doctor	The rise matches that of the Dow Jones industrials this year	he matches that of the dow jones industrials this year
It is hoped that other Japanese would then follow the leader	It was a Friday in June	it was a friday
These big stocks greatly influence the Nasdaq Composite Index	Most other states have enacted similar bans	most other states have enacted
The engine plant may encompass plans for a joint components venture with Jaguar	Rising operating expenses are another problem	rising operating expenses are a problem
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	But sophistication has its limits	but sophistication has its
You already know the answer	But observers expect broad support	observers expect broad support
Giant has interests in cement making and newsprint	The dispute was the subject of a Wall Street Journal article in August	the dispute was
But even a little appeal has a lot of attraction these days	The market is still very touchy about rumors and news on pending takeovers	the market is still touchy about rumors and news on pending takeovers
The dispute was the subject of a Wall Street Journal article in August	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries
Waxman sells a variety of hardware products for the home repair market	The pocketbook impact of health benefits has driven business and labor to a surprising consensus	the pocketbook impact of health benefits has driven
Ashland had a loss	Mazda makes the Tracer for Ford	mazda makes
The company earns about half its revenue overseas and plans further expansion	The pool invested idle cash for many state agencies and local governments	the pool invested for many state agencies and local governments
Those current holders would also receive minority interests in the new company	Shareholders must approve the merger at general meetings of the two companies in late November	shareholders must approve the merger
The team then proposed modifications in their work process to management	Stock prices finished about unchanged Friday in quiet expiration trading	stock prices finished unchanged friday
Recruiter Donald Clark does note an increase in searches for minority candidates	Sears is also stepping up its television ads and changing its message	sears is also stepping up its television ads
Never once did she gasp for air or mop her brow	This phenomenon often makes stock prices swing wildly at the end of the trading session	this phenomenon often makes stock prices swing wildly at the end of the trading
