demonstration	test_sentence	response
Some industry groups consistently weather the storm better than others	Japanese government bonds ended lower after the dollar rose modestly against the yen	fail to follow
Housing has been weak all year and especially so in the past five months	Many resorts also are focusing more on the service side of their business	many resorts are focusing more on the service side of their business
He had been associate professor in the department of finance at Seton Hall University	Motorola is in good company	motorola is
The key here is the ambition of state Attorney General John Van de Kamp	Civil suits against planners by clients seeking recovery of funds are increasingly common	increasingly common
Simpson is an auto parts maker	Now there are many cars for every purse and purpose	now there are
Broader averages also posted modest gains	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available
Most analysts had expected a sharper decline after the steep rise in August	Some in Big Oil are easing the grip on their wallets	fail to follow
You already know the answer	Motorola is in good company	fail to follow
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	It belonged to her grandfather	it belonged
East Bloc pollution data typically have been state secrets	It arrived just as the regulator handling such operations was retiring	fail to follow
It arrived just as the regulator handling such operations was retiring	We go from one to the other	fail to follow
Wang had previously forecast a loss	Soon she was running the office	soon she was running
It also licenses optically based data storage and retrieval devices	There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	there are a few fishing towns
They looked at the miniature and saw a giant folly	The pilots argued that this triggered a pay raise for them	the pilots argued
It arrived just as the regulator handling such operations was retiring	Not only Californians but all Americans would pay if this thing passed	fail to follow
The dispute was the subject of a Wall Street Journal article in August	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was
Opponents show that there are already more funds available than commendable reform efforts	The mask cuts to the quick	the mask cuts
The team then proposed modifications in their work process to management	The plan lacked a withdrawal timetable	the plan lacked a timetable
Ashland had a loss	It is merely the most obvious	it is merely
It is hoped that other Japanese would then follow the leader	He expected as much	he expected
Employees wore identification badges listing not only their names but also their dates of hire	Only now is it undergoing a badly needed facelift	fail to follow
Never once did she gasp for air or mop her brow	The current ruble rate has long been out of line with the black market	fail to follow
The company earns about half its revenue overseas and plans further expansion	Speculation about a takeover fight has sent Jaguar shares soaring in the past six weeks	fail to follow
Repeat customers also can purchase luxury items at reduced prices	There are few factories and no mines	there are few factories
