demonstration	test_sentence	response
Simpson is an auto parts maker	Others analyze the data	others analyze
The dispute was the subject of a Wall Street Journal article in August	The final maturity is in five years	the final maturity is
Repeat customers also can purchase luxury items at reduced prices	Both Coors and Stroh have recently been ceding market share to Miller and Anheuser	fail to follow
They looked at the miniature and saw a giant folly	The company is active in office and residential development in New York	the company is active in new york
Civil suits against planners by clients seeking recovery of funds are increasingly common	First Interstate made the move under pressure from regulators	first interstate made the move under pressure
Civil suits against planners by clients seeking recovery of funds are increasingly common	Most of us know a sucker	most of us know
Those current holders would also receive minority interests in the new company	Others had lesser damage and there were no injuries among workers	others had lesser damage
That means huge travel bills	Stock prices slipped lower in moderate trading	stock prices slipped lower
Some industry groups consistently weather the storm better than others	They did me some good	they did me good
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The remainder of the house leans precariously against a sturdy oak tree	the remainder of the house leans
Opponents show that there are already more funds available than commendable reform efforts	Such animosity could prove pivotal in the union vote	such animosity could prove pivotal
He had been associate professor in the department of finance at Seton Hall University	Chandler might have been predicting the course of his own career	chandler might have been
The legal fight was the subject of a Wall Street Journal story yesterday	Miss Brady is deputy director of the Russian Research Foundation in London	miss brady is
The engine plant may encompass plans for a joint components venture with Jaguar	The relative calm in Tokyo proved little comfort to markets opening up in Europe	the relative calm in tokyo proved little comfort
Most earn high ratings from credit agencies	He had been associate professor in the department of finance at Seton Hall University	he had been associate professor
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Italian magistrates labeled his death a suicide	italian magistrates labeled
It arrived just as the regulator handling such operations was retiring	All three funds posted negative returns for the year to date	fail to follow
Now it is their fellow Turks arriving as refugees from Bulgaria	No such statement appears on the tapes	no such statement
The key here is the ambition of state Attorney General John Van de Kamp	Compound yields assume reinvestment of dividends and that current yields continue for a year	fail to follow
Giant has interests in cement making and newsprint	The British government also strongly opposes the charter in its current form	the british government also strongly opposes
Employees wore identification badges listing not only their names but also their dates of hire	Such trappings suggest a glorious past but give no hint of a troubled present	such trappings suggest
Analysts had mixed responses to the results	Miss Brady is deputy director of the Russian Research Foundation in London	miss brady is
Civil suits against planners by clients seeking recovery of funds are increasingly common	But some analysts remain sour on the company	but some analysts remain sour
Ashland had a loss	The relative calm in Tokyo proved little comfort to markets opening up in Europe	the relative calm in tokyo proved little comfort
