demonstration	test_sentence	response
The report of the bankruptcy filing stunned Hollywood executives and investors	Pension reform was its main thrust	fail to follow
Connaught is a biotechnology research and vaccine manufacturing concern	He should chop out both unconstitutional provisions and budget pork	he should chop out
Ashland had a loss	Some business analysts blame the problem on tough competition in the insurance market	some business analysts blame the problem on tough competition
It is hoped that other Japanese would then follow the leader	He takes over a school system in the midst of radical reform	he takes over a school system in the midst of reform
He had been associate professor in the department of finance at Seton Hall University	He expects the price for that product to rise even more next year	he expects
The key here is the ambition of state Attorney General John Van de Kamp	Sunbelt foreclosed on the ranch	foreclosed on the ranch
He hit the lanes three years ago on the advice of his doctor	The trial begins today in federal court in Philadelphia	fail to follow
Analysts had mixed responses to the results	Compound yields assume reinvestment of dividends and that current yields continue for a year	compound yields assume
Those current holders would also receive minority interests in the new company	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject to completion and approvals
That means huge travel bills	The British conglomerate cited the recent turmoil in financial markets	the british conglomerate cited
The legal fight was the subject of a Wall Street Journal story yesterday	Judges will write the real bill as suits roll through the courts	judges will write the real bill
The team then proposed modifications in their work process to management	Not even all the brokerage firms see clear sailing ahead	not even all the brokerage firms see clear sailing
You already know the answer	The scientists have experimented on the tiny neck arteries of rats	fail to follow
The key here is the ambition of state Attorney General John Van de Kamp	Shares of the new partnership would trade on an exchange like a stock	like a stock
Giant has interests in cement making and newsprint	He is a lawyer with a string of academic degrees	he is
Simpson is an auto parts maker	Alan Murray contributed to this article	alan murray contributed
Analysts had mixed responses to the results	But its surprising progress so far holds important lessons for companies in trouble	but its surprising progress so far holds
The two are also signing a trade agreement	The Fed has assumed a similar responsibility in the market for government securities	the fed has assumed a similar responsibility
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Sonja Steptoe and David Wilson contributed to this article	sonja steptoe and david wilson contributed
Now it is their fellow Turks arriving as refugees from Bulgaria	The reality is that Bank finances are rock solid	the reality is
They looked at the miniature and saw a giant folly	All three funds posted negative returns for the year to date	all three funds posted
That means huge travel bills	Developers are also eyeing the real estate portfolios of major corporations	developers are also eyeing
Most earn high ratings from credit agencies	The pilots argued that this triggered a pay raise for them	the pilots argued
It arrived just as the regulator handling such operations was retiring	The company develops and markets products for the food service industry	fail to follow
