demonstration	test_sentence	response
But weak car sales raise questions about future demand from the auto sector	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass plans for a joint components venture
The closely watched funds rate is what banks charge each other on overnight loans	The loss of more customers is the latest in a string of problems	fail to follow
The dispute was the subject of a Wall Street Journal article in August	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Waxman sells a variety of hardware products for the home repair market	waxman sells
Wang had previously forecast a loss	He has too readily swallowed the case for the activist law school culture	fail to follow
It was the highest bid in history for a work of art	Risk is also a function of time	risk is
But even a little appeal has a lot of attraction these days	It recently introduced a line for the home market	recently introduced a line for the home market
The company reported good gains in all of its divisions	He does this in at least three of his solo pieces	he does this
He had been associate professor in the department of finance at Seton Hall University	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	stocks rose slightly
Recruiter Donald Clark does note an increase in searches for minority candidates	Many other brokerage firms had similarly bullish views	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	Civil suits against planners by clients seeking recovery of funds are increasingly common	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	The problem is not that the Fed is too unresponsive to the public interest	the problem is not that the fed is
He expects Citicorp to take a similar step this year	Liquidity is not a service	not a service
The company reported good gains in all of its divisions	Blue chips led the march up in heavy trading	blue chips led
The closely watched funds rate is what banks charge each other on overnight loans	Recruiter Donald Clark does note an increase in searches for minority candidates	fail to follow
He hit the lanes three years ago on the advice of his doctor	Rising operating expenses are another problem	operating expenses are another problem
The company rejected those past proposals	The ultimate hope is that the technique could identify diseased vessels	the ultimate hope is
Size and weight considerations also have limited screen displays	Ski promotions have traditionally avoided the touchy issue of safety	ski promotions have traditionally avoided
But even a little appeal has a lot of attraction these days	The company is active in office and residential development in New York	the company is active in development in new york
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	fail to follow
Connaught is a biotechnology research and vaccine manufacturing concern	The lawyers are now in charge of our national security	the lawyers are
Miss Brady is deputy director of the Russian Research Foundation in London	She notes that she also stresses professionalism during her weekly visits	she notes that she also stresses professionalism
It also licenses optically based data storage and retrieval devices	The stock market is certainly not too big for the Fed to handle	the stock market is certainly not too big
Their verdict on real estate is almost the same	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval
