demonstration	test_sentence	response
But weak car sales raise questions about future demand from the auto sector	Glenn Hall contributed to this article	glenn hall contributed
Employees wore identification badges listing not only their names but also their dates of hire	Local pollution problems require cheap energy and capital for their solution	local pollution problems require
The dispute was the subject of a Wall Street Journal article in August	All along they have been noting the tremors and pointing out the underlying realities	they have been noting and pointing out
Connaught is a biotechnology research and vaccine manufacturing concern	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	stocks rose slightly
Miss Brady is deputy director of the Russian Research Foundation in London	Both are mining concerns	both are
Opponents show that there are already more funds available than commendable reform efforts	Most recently he had been executive vice president for planning and finance at Texas Air	most recently he had been
Those current holders would also receive minority interests in the new company	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	the finance unit attributed the decline
Simpson is an auto parts maker	Other companies are introducing related products	other companies are introducing
Those current holders would also receive minority interests in the new company	Part of the answer lies in the nature of the industry	part of the answer lies
The company reported good gains in all of its divisions	Civil suits against planners by clients seeking recovery of funds are increasingly common	civil suits against planners
Connaught is a biotechnology research and vaccine manufacturing concern	Joanne Lipman contributed to this article	joanne lipman contributed
Never once did she gasp for air or mop her brow	And the successful son wishes his embarrassing siblings dead	fail to follow
Most earn high ratings from credit agencies	Corporate due process appeals to management for a variety of reasons	corporate due process appeals
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	All along they have been noting the tremors and pointing out the underlying realities	all along they have been noting
The company earns about half its revenue overseas and plans further expansion	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval by environmental regulators
The closely watched funds rate is what banks charge each other on overnight loans	The dollar rose against the Swiss and French francs	the dollar rose against the francs
You built your career on prejudice and hate	She held her fire with her first production at the Trinity earlier this season	she held her fire at the trinity earlier this season
Connaught is a biotechnology research and vaccine manufacturing concern	And there were other blunders	and there were
Opponents show that there are already more funds available than commendable reform efforts	Each has an equal vote at the monthly meetings	each has an equal vote
They looked at the miniature and saw a giant folly	Japanese put up with it because the government provided job stability and growing paychecks	japanese put up with it because the government provided
The dispute was the subject of a Wall Street Journal article in August	The state can also bar Drexel as an investment adviser	the state can also bar drexel
Waxman sells a variety of hardware products for the home repair market	Miss Brady is deputy director of the Russian Research Foundation in London	miss brady is
It is hoped that other Japanese would then follow the leader	But it may have a good listener in Washington	but it may have a good listener
The two are also signing a trade agreement	They are awaiting an arbitration proceeding	they are awaiting arbitration
