demonstration	test_sentence	response
Repeat customers also can purchase luxury items at reduced prices	Poland makes no machinery for a plant on that scale	fail to follow
Analysts expect others to show a similar pattern	Analysts expect further jitters this week	analysts expect further jitters
The mining zone has thus remained one of the most desolate places in Africa	Blue chips led the march up in heavy trading	blue chips led the march up
These revised figures also may explain some of the recent strength of the dollar	Ideologues on the other side of the border can also slow the process	ideologues on the other side of the border can also slow
The mining zone has thus remained one of the most desolate places in Africa	Los Angeles will be the site of a new entertainment division for the ad agency	los angeles will be the site
Employees wore identification badges listing not only their names but also their dates of hire	Jacobs is an international engineering and construction concern	jacobs is
Some industry groups consistently weather the storm better than others	It all adds up to a cold winter here	fail to follow
Broader averages also posted modest gains	But they are stalwart socialists	but they are stalwart
Civil suits against planners by clients seeking recovery of funds are increasingly common	The company earns about half its revenue overseas and plans further expansion	the company earns about half its revenue overseas and plans further
Drug companies lost a major liability case	The dispute pits two groups of claimants against each other	the dispute pits two groups of claimants
Civil suits against planners by clients seeking recovery of funds are increasingly common	It has some of the highest costs in the league	fail to follow
He expects Citicorp to take a similar step this year	Red tape is the bugaboo of small business	fail to follow
You built your career on prejudice and hate	But it never did let up on the pressure	but it never let up on the pressure
The key here is the ambition of state Attorney General John Van de Kamp	Employees wore identification badges listing not only their names but also their dates of hire	employees wore identification badges
Drug companies lost a major liability case	Florida National said yesterday that it remains committed to the merger	florida national said yesterday
Repeat customers also can purchase luxury items at reduced prices	The four lawyers climbed out from under a table	the four climbed out from under a table
You built your career on prejudice and hate	At least half that growth will have come in the past three years alone	half that growth in past three years alone
Recruiter Donald Clark does note an increase in searches for minority candidates	The interviews took place two years ago	the interviews took place
The key here is the ambition of state Attorney General John Van de Kamp	He wound up and let loose a fastball	let loose a fastball
It was the highest bid in history for a work of art	The loss of the cigarette account would be a severe blow to Wells Rich	the loss of the cigarette account would be
Miss Brady is deputy director of the Russian Research Foundation in London	Now at least one Japanese company is turning the courtroom tables	now at least one japanese company is
Now it is their fellow Turks arriving as refugees from Bulgaria	Both the Peasants and Rural Solidarity are forming new political parties for farmers	both forming new parties
The closely watched funds rate is what banks charge each other on overnight loans	The entire opera is her dream	the opera is her dream
Waxman sells a variety of hardware products for the home repair market	Nerds and geeks sometimes find themselves a bit isolated at Harvard	nerds and geeks sometimes find themselves
