demonstration	test_sentence	response
Simpson is an auto parts maker	It is a quick fix for a complex problem	it is
The closely watched funds rate is what banks charge each other on overnight loans	The result is that the unthinkable and illogical are happening	fail to follow
Now it is their fellow Turks arriving as refugees from Bulgaria	The loyal servant has come full circle	full circle
Simpson is an auto parts maker	Analysts expect others to show a similar pattern	analysts expect
Housing has been weak all year and especially so in the past five months	The project has already acquired a certain New York cachet	fail to follow
He hit the lanes three years ago on the advice of his doctor	Most will stay open late Saturday night and open their doors again Sunday	most will stay open late saturday night and open again sunday
Only now is it undergoing a badly needed facelift	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was that the earthquake made the world series seem
It is hoped that other Japanese would then follow the leader	The board will be made up of seven directors of each holding company	the board will be made up of seven directors
The engine plant may encompass plans for a joint components venture with Jaguar	Competition and mounting insurance and equipment costs have been the undoing of many resorts	competition and mounting insurance and equipment costs have been the undoing
You already know the answer	The extrusion unit produces bare and painted custom extrusions for building products and construction industries	the extrusion unit produces custom extrusions
You already know the answer	It may experience an upswing or two in between	it may experience an upswing or two
Connaught is a biotechnology research and vaccine manufacturing concern	The laws take effect next month	the laws take effect
The engine plant may encompass plans for a joint components venture with Jaguar	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject to completion
Analysts expect others to show a similar pattern	Most analysts had expected a sharper decline after the steep rise in August	most analysts had expected a sharper decline
Simpson is an auto parts maker	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	fail to follow
Only now is it undergoing a badly needed facelift	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries
Giant has interests in cement making and newsprint	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	stocks rose
They looked at the miniature and saw a giant folly	The plan is subject to approval by the bankruptcy court and others	the plan is subject to approval
Simpson is an auto parts maker	The original owners happily repaid the claim and took their kylix home	the original owners happily repaid
The engine plant may encompass plans for a joint components venture with Jaguar	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	democrats had been negotiating
Waxman sells a variety of hardware products for the home repair market	Florida National said yesterday that it remains committed to the merger	florida national said
Waxman sells a variety of hardware products for the home repair market	The Bakersfield Supermarket went out of business last May	the bakersfield supermarket
Most earn high ratings from credit agencies	Los Angeles will be the site of a new entertainment division for the ad agency	los angeles will be
The two are also signing a trade agreement	Timber stocks got a big boost	fail to follow
