demonstration	test_sentence	response
You built your career on prejudice and hate	Geraldo or Phil would probably pull up another camera and interview the chained protesters	another camera and interview the chained protesters
East Bloc pollution data typically have been state secrets	Deal stocks led the market down as they absorbed the heaviest losses	deal stocks led the market down
Connaught is a biotechnology research and vaccine manufacturing concern	The result is mistrust and criticism from all around	the result is
But weak car sales raise questions about future demand from the auto sector	The Senate Commerce Committee already has approved similar legislation	the senate commerce committee already has approved
He had been associate professor in the department of finance at Seton Hall University	That cost rises in times of high market volatility	that cost rises
The closely watched funds rate is what banks charge each other on overnight loans	Traders can vary their strategies and execute their orders in any one of them	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	Kidder officials stand by their aggressive use of program trading	kidder officials stand by
Analysts had mixed responses to the results	One bank stock was a winner	one bank stock was
The recent sharp stock market decline exacerbated those concerns	London shares closed moderately lower in thin trading	london shares closed moderately lower
Housing has been weak all year and especially so in the past five months	The guide scoops into a pail and puts a frantically wiggling croaker on the hook	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	Japan is not a political country	japan is not
Never once did she gasp for air or mop her brow	Everyone falls in love with everyone else	everyone falls in love with everyone
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	The current ruble rate has long been out of line with the black market	the current ruble rate has long been out of line
Connaught is a biotechnology research and vaccine manufacturing concern	It has some of the highest costs in the league	it has
Most analysts had expected a sharper decline after the steep rise in August	It also asked Mesa to keep the proposal confidential	it also asked mesa to keep confidential
He hit the lanes three years ago on the advice of his doctor	Traders can vary their strategies and execute their orders in any one of them	traders can execute their orders in any one of them
The dispute was the subject of a Wall Street Journal article in August	Several other Japanese companies and regional governments have sent aid to San Francisco	several other japanese companies and regional governments have sent aid
But weak car sales raise questions about future demand from the auto sector	The legal fight was the subject of a Wall Street Journal story yesterday	fail to follow
The dispute was the subject of a Wall Street Journal article in August	Nerds and geeks sometimes find themselves a bit isolated at Harvard	nerds and geeks sometimes find themselves
Only now is it undergoing a badly needed facelift	The result is that the unthinkable and illogical are happening	fail to follow
These revised figures also may explain some of the recent strength of the dollar	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter from his manager
Now it is their fellow Turks arriving as refugees from Bulgaria	There was no cost estimate for the second phase	no estimate
Wang had previously forecast a loss	He had been vice president in that office	he had been vice president
Repeat customers also can purchase luxury items at reduced prices	Los Angeles will be the site of a new entertainment division for the ad agency	fail to follow
