demonstration	test_sentence	response
Recruiter Donald Clark does note an increase in searches for minority candidates	The dollar weakened against most other major currencies	the dollar weakened
It was the highest bid in history for a work of art	The executive branch bears the first responsibility for timidity	the executive branch bears
Analysts had mixed responses to the results	Civil suits against planners by clients seeking recovery of funds are increasingly common	civil suits against planners
Ashland had a loss	It also inevitably leaves a residue of shareholder lawsuits	it also inevitably leaves a residue
Now it is their fellow Turks arriving as refugees from Bulgaria	The dollar weakened against most other major currencies	the dollar weakened
Some industry groups consistently weather the storm better than others	He was only the sixth federal judge ever ousted from office after an impeachment trial	he was only the sixth federal judge ever ousted after an impeachment trial
Other network applications have very different goals	But lawmakers of both parties agree that the streamlining was temporary	but lawmakers of both parties agree
Most earn high ratings from credit agencies	Bill and Bonnie Quinlan are among the first beneficiaries of the new findings	bill and bonnie quinlan are among the first beneficiaries
That means huge travel bills	Most expect the decline in New York stock prices to continue this week	most expect
He expects Citicorp to take a similar step this year	Each company worries that the other is becoming too powerful and too vertically integrated	fail to follow
Now it is their fellow Turks arriving as refugees from Bulgaria	The contract also provides for advanced billing and network management services	the contract also provides
He hit the lanes three years ago on the advice of his doctor	Some business analysts blame the problem on tough competition in the insurance market	analysts blame the problem on tough competition in the insurance market
It is hoped that other Japanese would then follow the leader	Poland makes no machinery for a plant on that scale	poland makes no machinery for a plant
The report of the bankruptcy filing stunned Hollywood executives and investors	Analysts expect others to show a similar pattern	analysts expect others to show
The legal fight was the subject of a Wall Street Journal story yesterday	The agreement is subject to government approval	the agreement is
Recruiter Donald Clark does note an increase in searches for minority candidates	No one has alleged that the donations were by themselves illegal	no one has alleged
Giant has interests in cement making and newsprint	Their problem is one of inefficiency of an industrial economy	their problem is
Miss Brady is deputy director of the Russian Research Foundation in London	The Dutch utility firm serves the Amsterdam and Utrecht areas	the dutch utility firm serves
Miss Brady is deputy director of the Russian Research Foundation in London	Both revenue figures exclude excise taxes	both revenue figures exclude
Ashland had a loss	American institutional investors have never had a large appetite for Japanese equities	american institutional investors have never had
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	The loss of the cigarette account would be a severe blow to Wells Rich	the loss of the cigarette account would be a severe blow
Analysts had mixed responses to the results	The Dutch utility firm serves the Amsterdam and Utrecht areas	the dutch utility firm serves
Some industry groups consistently weather the storm better than others	Some companies are cutting costs and hoping for the best	fail to follow
The company rejected those past proposals	The current ruble rate has long been out of line with the black market	the current ruble rate has long been out of line
