demonstration	test_sentence	response
Only now is it undergoing a badly needed facelift	There is a lot of waste	lot of waste
Employees wore identification badges listing not only their names but also their dates of hire	They speak volumes about the state of our society at a given moment	they speak volumes
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The suit seeks unspecified damages	fail to follow
Developers are also eyeing the real estate portfolios of major corporations	Investors with a heavy tax load should take out their calculators	investors should take out their calculators
These revised figures also may explain some of the recent strength of the dollar	The closely watched funds rate is what banks charge each other on overnight loans	the closely watched funds rate is what banks charge each other
Most analysts had expected a sharper decline after the steep rise in August	The deal would require approval by a majority of Jaguar shareholders	fail to follow
Their verdict on real estate is almost the same	The state of New Hampshire has favored that plan	the state of new hampshire has favored that
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Delayed financings also would affect the operations of many companies	delayed financings would affect the operations of many companies
But weak car sales raise questions about future demand from the auto sector	Both firms are in New York	both firms are
Other network applications have very different goals	The new exchange drew instant recognition from an unwelcome quarter	the new exchange drew
You built your career on prejudice and hate	Dow Jones is the publisher of The Wall Street Journal	fail to follow
Waxman sells a variety of hardware products for the home repair market	These securities are attractive to Japanese investors for three reasons	these securities are attractive
It arrived just as the regulator handling such operations was retiring	And the egg producers have done a pretty good job	and the egg producers have done pretty good job
The team then proposed modifications in their work process to management	The company reported good gains in all of its divisions	the company reported gains in all of its divisions
He had been associate professor in the department of finance at Seton Hall University	The election was by secret ballot in the General Assembly	the election was
He had been associate professor in the department of finance at Seton Hall University	Both the Peasants and Rural Solidarity are forming new political parties for farmers	fail to follow
Most earn high ratings from credit agencies	It also asked Mesa to keep the proposal confidential	it also asked mesa
East Bloc pollution data typically have been state secrets	The appointments are part of a planned succession at the company	the appointments are part of a planned succession
But weak car sales raise questions about future demand from the auto sector	Ideologues on the other side of the border can also slow the process	ideologues on the other side of the border can also slow
Drug companies lost a major liability case	Jacobs is an international engineering and construction concern	jacobs is
Now it is their fellow Turks arriving as refugees from Bulgaria	Japan is not a political country	not political
The company reported good gains in all of its divisions	The bond market was unmoved by the economic statistics	the bond market was unmoved
Most analysts had expected a sharper decline after the steep rise in August	East Bloc pollution data typically have been state secrets	east bloc pollution data typically have been secrets
That means huge travel bills	Many other brokerage firms had similarly bullish views	many other brokerage firms had similarly
