demonstration	test_sentence	response
But even a little appeal has a lot of attraction these days	He withdrew the remark	withdrew the remark
The legal fight was the subject of a Wall Street Journal story yesterday	The merger is subject to regulatory clearance and a definitive agreement	the merger is
The team then proposed modifications in their work process to management	They speak volumes about the state of our society at a given moment	fail to follow
Wang had previously forecast a loss	New Jersey Bell awaits state clearance	fail to follow
The key here is the ambition of state Attorney General John Van de Kamp	Both revenue figures exclude excise taxes	both revenue figures exclude
Developers are also eyeing the real estate portfolios of major corporations	But its surprising progress so far holds important lessons for companies in trouble	but its surprising progress so far holds important lessons
The recent sharp stock market decline exacerbated those concerns	Many small investors went for the safety of money market funds	fail to follow
Their verdict on real estate is almost the same	The pilots argued that this triggered a pay raise for them	the pilots argued that this triggered a pay raise
Analysts had mixed responses to the results	Rising operating expenses are another problem	rising operating expenses are
Some industry groups consistently weather the storm better than others	He ticks off several major differences between now and two years ago	he ticks off several major differences now and two years ago
The closely watched funds rate is what banks charge each other on overnight loans	The state can also bar Drexel as an investment adviser	the state can also bar drexel as an adviser
Waxman sells a variety of hardware products for the home repair market	Other temperature data show similar unexplained swings	other temperature data show
Analysts had mixed responses to the results	That cost rises in times of high market volatility	that cost rises
It also licenses optically based data storage and retrieval devices	And there is more volatility to come	and there is more
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The figures are at seasonally adjusted annual rates in trillions of dollars	the figures are seasonally adjusted annual rates in trillions of dollars
It is hoped that other Japanese would then follow the leader	Timber stocks got a big boost	timber got a big boost
The recent sharp stock market decline exacerbated those concerns	These people have different agendas	fail to follow
Most earn high ratings from credit agencies	Some business analysts blame the problem on tough competition in the insurance market	some blame tough competition
The two are also signing a trade agreement	Civil suits against planners by clients seeking recovery of funds are increasingly common	civil suits against planners are increasingly common
Never once did she gasp for air or mop her brow	One man wrapped several diamonds in the knot of his tie	one man wrapped several diamonds in the knot
Waxman sells a variety of hardware products for the home repair market	Opponents show that there are already more funds available than commendable reform efforts	opponents show
The two are also signing a trade agreement	No one has alleged that the donations were by themselves illegal	no one has alleged that the donations were illegal
The company reported good gains in all of its divisions	The struggle over capital gains is the most important game in town	the struggle over capital gains
Analysts expect others to show a similar pattern	The relative calm in Tokyo proved little comfort to markets opening up in Europe	fail to follow
