demonstration	test_sentence	response
Other network applications have very different goals	But the two countries remain separated by a cultural barrier wider than the ocean	but the two countries remain separated
But weak car sales raise questions about future demand from the auto sector	The talks came as Lebanese negotiations on political changes appeared deadlocked	the talks came as lebanese negotiations appeared deadlocked
Simpson is an auto parts maker	Estimated volume was a light two million ounces	estimated volume was
The two are also signing a trade agreement	The trend is making advocates of the tax cut less optimistic about success	the trend is making advocates of the tax cut less optimistic
Some industry groups consistently weather the storm better than others	Americans place native or native speakers in charge of subsidiaries overseas	fail to follow
Analysts had mixed responses to the results	The uncertainty is sending shivers through Brazilian financial markets	the uncertainty is sending shivers
Repeat customers also can purchase luxury items at reduced prices	The deal would require approval by a majority of Jaguar shareholders	fail to follow
Giant has interests in cement making and newsprint	Wang had previously forecast a loss	wang had
The dispute was the subject of a Wall Street Journal article in August	But they will have disappointing returns or even losses if interest rates rise instead	but they will have disappointing returns
East Bloc pollution data typically have been state secrets	The Pentagon is a haunted house	the pentagon is
East Bloc pollution data typically have been state secrets	The failed rights issue also should have a modest impact on British Air shares	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	Creative accounting is a hallmark of federal credit	creative accounting is
Most analysts had expected a sharper decline after the steep rise in August	Kyle manufactures electronic components	kyle manufactures components
You built your career on prejudice and hate	Traders can vary their strategies and execute their orders in any one of them	vary strategies execute orders in any one
Connaught is a biotechnology research and vaccine manufacturing concern	Pacific First owns Pacific First Federal Savings Banks and other financial services firms	pacific first owns pacific first
You built your career on prejudice and hate	Surveys suggested that consumer confidence was high before Friday	fail to follow
The team then proposed modifications in their work process to management	Innocent bystanders often are the victims	bystanders often are the victims
Some industry groups consistently weather the storm better than others	Now it is their fellow Turks arriving as refugees from Bulgaria	fail to follow
Waxman sells a variety of hardware products for the home repair market	The ambitious Warsaw project still awaits approval by city officials	the ambitious warsaw project still awaits approval
Drug companies lost a major liability case	The Dutch utility firm serves the Amsterdam and Utrecht areas	the dutch utility firm serves
It is hoped that other Japanese would then follow the leader	Institutional buyers were the main force pushing blue chips higher	buyers were the main force pushing blue chips higher
Now it is their fellow Turks arriving as refugees from Bulgaria	This is partly due to the particular demands of the crop	partly due to
Only now is it undergoing a badly needed facelift	The election was by secret ballot in the General Assembly	the election was in the general assembly
It was the highest bid in history for a work of art	The project has been in and out of the pipeline for more than a decade	the project has been
