demonstration	test_sentence	response
Broader averages also posted modest gains	So the Federal Reserve is an attractive target for complaint by politicians	so the federal reserve is a target for complaint by politicians
East Bloc pollution data typically have been state secrets	It was the smallest monthly increase in a year	fail to follow
It was the highest bid in history for a work of art	We put some orders together	fail to follow
Repeat customers also can purchase luxury items at reduced prices	The company also faces delisting by the National Association of Securities Dealers	the company also faces delisting
Only now is it undergoing a badly needed facelift	This is New York City	this is new york
Opponents show that there are already more funds available than commendable reform efforts	Some are even coming up with their own novel designs	some are even coming up with their own
He expects Citicorp to take a similar step this year	The stock market is certainly not too big for the Fed to handle	the stock market is not too big for the fed to handle
The mining zone has thus remained one of the most desolate places in Africa	But it never did let up on the pressure	but it never did let up
Now it is their fellow Turks arriving as refugees from Bulgaria	Two election commission members opposed the matching plans	two opposed
The company rejected those past proposals	The above represents a triumph of either apathy or civility	the above represents
Civil suits against planners by clients seeking recovery of funds are increasingly common	The problem here is not in the concept but in its lack of discrimination	fail to follow
The company earns about half its revenue overseas and plans further expansion	The ultimate hope is that the technique could identify diseased vessels	the technique could identify diseased vessels
Now it is their fellow Turks arriving as refugees from Bulgaria	The plan lacked a withdrawal timetable	the plan lacked
He had been associate professor in the department of finance at Seton Hall University	Conference committees are breeding grounds for mischief	conference committees are breeding grounds
Repeat customers also can purchase luxury items at reduced prices	The House version of the bill does include the tax cut	the house version of the bill does include
It is hoped that other Japanese would then follow the leader	Competition and mounting insurance and equipment costs have been the undoing of many resorts	fail to follow
Opponents show that there are already more funds available than commendable reform efforts	The collapse of the span has provoked surprise and anger among state officials	the collapse of the span has provoked surprise and anger
Broader averages also posted modest gains	But then the noise turned into a roar	but then the noise turned
The company reported good gains in all of its divisions	That has outraged some fans	that has outraged
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Wang had previously forecast a loss	wang had previously forecast
That means huge travel bills	It is merely the most obvious	fail to follow
The company earns about half its revenue overseas and plans further expansion	The merger is subject to regulatory clearance and a definitive agreement	the merger is subject to a definitive agreement
But weak car sales raise questions about future demand from the auto sector	The company paid five cents a share in April	the company paid five cents a share
It was the highest bid in history for a work of art	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter donald clark does note
