demonstration	test_sentence	response
The engine plant may encompass plans for a joint components venture with Jaguar	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	but its stock jumped again yesterday
Recruiter Donald Clark does note an increase in searches for minority candidates	Buyers stepped in to the futures pit	buyers stepped in
Simpson is an auto parts maker	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries
You built your career on prejudice and hate	But he has been getting heat from all sides over program trading	hes been getting heat over program trading
The company earns about half its revenue overseas and plans further expansion	Many other brokerage firms had similarly bullish views	other brokerage firms had bullish views
Their verdict on real estate is almost the same	Eventually viewers may grow bored with the technology and resent the cost	eventually viewers may grow bored with the technology and resent
Size and weight considerations also have limited screen displays	But the move lagged a stronger rise in New York Stock Exchange issues	but the move lagged a stronger rise
Analysts had mixed responses to the results	Not even all the brokerage firms see clear sailing ahead	not even all the brokerage firms see
But weak car sales raise questions about future demand from the auto sector	But then they wake up to a nightmare	but then they wake up
Miss Brady is deputy director of the Russian Research Foundation in London	She has also served on several task forces on acquired immune deficiency syndrome	she has also served
He had been associate professor in the department of finance at Seton Hall University	Most recently he had been executive vice president for planning and finance at Texas Air	most recently he had been
The closely watched funds rate is what banks charge each other on overnight loans	Bullish bond market sentiment is on the rise again	fail to follow
Both the Peasants and Rural Solidarity are forming new political parties for farmers	This phenomenon often makes stock prices swing wildly at the end of the trading session	this phenomenon often makes stock prices swing wildly
Repeat customers also can purchase luxury items at reduced prices	Yet he has proved more resilient than any of them	he has proved more resilient than any of them
He hit the lanes three years ago on the advice of his doctor	They came by their strangeness honestly	they came honestly
It was the highest bid in history for a work of art	This phenomenon often makes stock prices swing wildly at the end of the trading session	this phenomenon often makes
Ashland had a loss	The final maturity is in five years	the final maturity is
Waxman sells a variety of hardware products for the home repair market	The company just went public earlier this month	the company just went public
Recruiter Donald Clark does note an increase in searches for minority candidates	That structural lack is crucial because investors are the only source of market liquidity	that structural lack is crucial
East Bloc pollution data typically have been state secrets	Business was slow because many companies were closed yesterday	fail to follow
Size and weight considerations also have limited screen displays	Still the Salinger decision created a strong presumption against fair use of unpublished materials	still the salinger decision created a strong presumption against fair use
That means huge travel bills	His interest in the natural environment dates from his youth	his interest dates from his youth
It is hoped that other Japanese would then follow the leader	This misguided policy could not prevent a British trade deficit	this misguided policy could not prevent a trade deficit
But weak car sales raise questions about future demand from the auto sector	Estimated volume was three million ounces	estimated volume was three million
