demonstration	test_sentence	response
The closely watched funds rate is what banks charge each other on overnight loans	Paintings are just part of the picture	fail to follow
Analysts expect others to show a similar pattern	They note that stocks experienced volatile swings long before futures	they note that stocks experienced volatile swings
Developers are also eyeing the real estate portfolios of major corporations	The transaction is subject to a definitive agreement and approval by Ideal shareholders	the transaction is subject to
He expects Citicorp to take a similar step this year	Simpson is an auto parts maker	simpson is a maker
Never once did she gasp for air or mop her brow	The company just went public earlier this month	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is
East Bloc pollution data typically have been state secrets	Fannie Mae makes a secondary market in home loans	fannie mae makes a secondary market
Their verdict on real estate is almost the same	Each has an equal vote at the monthly meetings	fail to follow
Their verdict on real estate is almost the same	The pool invested idle cash for many state agencies and local governments	fail to follow
The team then proposed modifications in their work process to management	But observers expect broad support	fail to follow
Most earn high ratings from credit agencies	Shareholders must approve the merger at general meetings of the two companies in late November	shareholders approve merger at meetings in november
Those current holders would also receive minority interests in the new company	Surveys suggested that consumer confidence was high before Friday	surveys suggested that consumer confidence was high
Recruiter Donald Clark does note an increase in searches for minority candidates	The collagen corneal shield helps speed healing of the cornea after eye surgery	the collagen corneal shield helps speed healing
The closely watched funds rate is what banks charge each other on overnight loans	The final maturity is in five years	the maturity is in five years
Employees wore identification badges listing not only their names but also their dates of hire	The embryo had progressed only to a clump of eight identical cells	the embryo had progressed
Recruiter Donald Clark does note an increase in searches for minority candidates	The Fed has assumed a similar responsibility in the market for government securities	the fed has assumed
But even a little appeal has a lot of attraction these days	Kia is reportedly also considering such a plan	kia reportedly also considering plan
Most earn high ratings from credit agencies	The loss of the cigarette account would be a severe blow to Wells Rich	severe blow to wells rich
Now it is their fellow Turks arriving as refugees from Bulgaria	The bikes are unwelcome on trails in national parks	the bikes are
Waxman sells a variety of hardware products for the home repair market	The current ruble rate has long been out of line with the black market	the current ruble rate
Other network applications have very different goals	That tariff is too stiff for some Financial District wage earners	that tariff is too stiff
Connaught is a biotechnology research and vaccine manufacturing concern	They lied to me on the recruiting trip	they lied to me
Analysts expect others to show a similar pattern	Some institutional traders loved the wild ride	some institutional traders loved
Simpson is an auto parts maker	Some found it on the screen of a personal computer	some found it
