demonstration	test_sentence	response
Connaught is a biotechnology research and vaccine manufacturing concern	Poland makes no machinery for a plant on that scale	poland makes no machinery
But weak car sales raise questions about future demand from the auto sector	The mining zone has thus remained one of the most desolate places in Africa	the mining zone has thus remained one of the most desolate places
The legal fight was the subject of a Wall Street Journal story yesterday	Help may be on the way	help may be
The dispute was the subject of a Wall Street Journal article in August	Tom Herman contributed to this article	tom herman contributed
Employees wore identification badges listing not only their names but also their dates of hire	He takes over a school system in the midst of radical reform	he takes over
It was the highest bid in history for a work of art	Bosses have big ears these days	bosses have
Drug companies lost a major liability case	Breeders are betting on the common folk	breeders are betting
Never once did she gasp for air or mop her brow	Merck is one of the most important stocks in the Major Market Index	fail to follow
It is hoped that other Japanese would then follow the leader	Not everyone believes that the good times are over for shippers	not everyone believes that the good times are over
Analysts had mixed responses to the results	We were coming down straight into their canal	we were coming down
These revised figures also may explain some of the recent strength of the dollar	British government bonds surged on renewed volatility in the stock market	british government bonds surged
Most analysts had expected a sharper decline after the steep rise in August	Maybe it was their peculiar sense of history	fail to follow
He expects Citicorp to take a similar step this year	Judges will write the real bill as suits roll through the courts	judges will write as suits roll through the courts
He had been associate professor in the department of finance at Seton Hall University	Panic frequently results in irrational behavior	panic frequently results
Civil suits against planners by clients seeking recovery of funds are increasingly common	Other network applications have very different goals	other network applications have very different
The dispute was the subject of a Wall Street Journal article in August	Their effort has received a lukewarm response from the Justice Department	their effort has received
Recruiter Donald Clark does note an increase in searches for minority candidates	Now there are many cars for every purse and purpose	now there are many cars
Most analysts had expected a sharper decline after the steep rise in August	Sierra Tucson operates an addiction treatment center	sierra tucson operates a treatment center
The engine plant may encompass plans for a joint components venture with Jaguar	Magazine publishers are facing spiraling costs and a glut of new titles	magazine publishers are facing
He had been associate professor in the department of finance at Seton Hall University	It was the smallest monthly increase in a year	it was the smallest
It also licenses optically based data storage and retrieval devices	Utilities management is a major commercial niche	utilities management
Connaught is a biotechnology research and vaccine manufacturing concern	Kia is reportedly also considering such a plan	kia is
Analysts expect others to show a similar pattern	The new rules will allow investors to buy foreign stocks directly	the new rules will allow investors to buy foreign stocks
Their verdict on real estate is almost the same	Her story is becoming part of local folklore	fail to follow
