demonstration	test_sentence	response
He expects Citicorp to take a similar step this year	It is hoped that other Japanese would then follow the leader	it is hoped that others would then follow the leader
Housing has been weak all year and especially so in the past five months	They did me some good	they did me good
Some industry groups consistently weather the storm better than others	The lonely woman walks on in the direction of the Plaza de Alonso Martinez	the lonely woman walks on in the direction of plaza de alonso martinez
Their verdict on real estate is almost the same	But another big problem has been the aging of baby boomers	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	This is an index fund with a bet	this is an index fund
Civil suits against planners by clients seeking recovery of funds are increasingly common	That has outraged some fans	that has outraged some
Analysts expect others to show a similar pattern	He turned himself in to authorities in New York earlier this year	he turned himself in to authorities in new york
That means huge travel bills	The House version would raise slightly more	the house version would raise
Giant has interests in cement making and newsprint	Japan is not a political country	japan is not
Size and weight considerations also have limited screen displays	The suit seeks unspecified damages	the suit seeks unspecified
You already know the answer	The appointments are part of a planned succession at the company	the appointments are planned succession
The mining zone has thus remained one of the most desolate places in Africa	Wang had previously forecast a loss	wang had previously forecast
He had been associate professor in the department of finance at Seton Hall University	Portrait studios have also latched onto the trend	portrait studios have also latched onto
Developers are also eyeing the real estate portfolios of major corporations	This phenomenon often makes stock prices swing wildly at the end of the trading session	this phenomenon often makes stock prices swing wildly
Broader averages also posted modest gains	He no longer crowds the plate	he no longer crowds
The company reported good gains in all of its divisions	Most expect the decline in New York stock prices to continue this week	most expect
The recent sharp stock market decline exacerbated those concerns	Civil suits against planners by clients seeking recovery of funds are increasingly common	civil suits against planners by clients seeking recovery of funds are increasingly
Never once did she gasp for air or mop her brow	But the firm also tracks smaller technology companies as a subset of the larger group	but the firm also tracks smaller technology companies as a subset
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	This is partly due to the particular demands of the crop	fail to follow
Now it is their fellow Turks arriving as refugees from Bulgaria	Yet he has proved more resilient than any of them	yet he has proved
Only now is it undergoing a badly needed facelift	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject to completion
The team then proposed modifications in their work process to management	But both the traders and the pilots remain interested in some transaction	but both the traders and the pilots remain interested
The recent sharp stock market decline exacerbated those concerns	Neither disclosed details pending board meetings next month	fail to follow
The engine plant may encompass plans for a joint components venture with Jaguar	Nausea and vomiting are other common side effects	fail to follow
