demonstration	test_sentence	response
Housing has been weak all year and especially so in the past five months	Yet he has proved more resilient than any of them	he has proved more resilient than any of them
He had been associate professor in the department of finance at Seton Hall University	Los Angeles will be the site of a new entertainment division for the ad agency	los angeles will be
You already know the answer	They do indeed want their own nation	they do indeed want their own
Housing has been weak all year and especially so in the past five months	He previously held similar responsibilities	fail to follow
But weak car sales raise questions about future demand from the auto sector	Investors and analysts applauded the news	investors and analysts applauded
Drug companies lost a major liability case	Dow Jones is the publisher of The Wall Street Journal	dow jones is the publisher
It is hoped that other Japanese would then follow the leader	Los Angeles will be the site of a new entertainment division for the ad agency	fail to follow
But weak car sales raise questions about future demand from the auto sector	The guide scoops into a pail and puts a frantically wiggling croaker on the hook	fail to follow
Analysts had mixed responses to the results	Your paper needs a serious reality check	your paper needs
He hit the lanes three years ago on the advice of his doctor	But in this case the needle has a very sharp point	but in this case the needle has a sharp point
He had been associate professor in the department of finance at Seton Hall University	There are few factories and no mines	there are few
Never once did she gasp for air or mop her brow	And she has this inexhaustible energy	fail to follow
Giant has interests in cement making and newsprint	Their discomfort is a healthy sign for the rest of us	their discomfort is
Waxman sells a variety of hardware products for the home repair market	But Trelleborg still must clear some tough hurdles	trelleborg still must clear
The team then proposed modifications in their work process to management	The market seems increasingly disconnected from the rest of the nation	the market seems increasingly disconnected
The closely watched funds rate is what banks charge each other on overnight loans	Opponents show that there are already more funds available than commendable reform efforts	fail to follow
The company reported good gains in all of its divisions	Chandler might have been predicting the course of his own career	chandler might have been predicting
Never once did she gasp for air or mop her brow	The result is a new and huge appetite for programming	fail to follow
It arrived just as the regulator handling such operations was retiring	Civil suits against planners by clients seeking recovery of funds are increasingly common	fail to follow
Ashland had a loss	The bikes are unwelcome on trails in national parks	fail to follow
Now it is their fellow Turks arriving as refugees from Bulgaria	We put some orders together	orders together
But weak car sales raise questions about future demand from the auto sector	These revised figures also may explain some of the recent strength of the dollar	these revised figures also may explain
That means huge travel bills	The company paid five cents a share in April	the company paid
He hit the lanes three years ago on the advice of his doctor	He takes over a school system in the midst of radical reform	he takes over in the midst of radical reform
