demonstration	test_sentence	response
They looked at the miniature and saw a giant folly	He has good control	he has control
He had been associate professor in the department of finance at Seton Hall University	The Northeast has been holding its own in the population race	the northeast has been
He expects Citicorp to take a similar step this year	These revised figures also may explain some of the recent strength of the dollar	revised figures may explain recent strength of dollar
It arrived just as the regulator handling such operations was retiring	They want psyllium prices low for their purchases next year	they want psyllium prices low for purchases next year
Only now is it undergoing a badly needed facelift	It is hoped that other Japanese would then follow the leader	it is hoped that other japanese would then follow
Drug companies lost a major liability case	The contract also provides for advanced billing and network management services	the contract also provides
Most analysts had expected a sharper decline after the steep rise in August	Poland makes no machinery for a plant on that scale	fail to follow
He expects Citicorp to take a similar step this year	Wall Street generally likes the industry again	wall street likes the industry again
Most analysts had expected a sharper decline after the steep rise in August	All three funds posted negative returns for the year to date	all three funds posted negative returns for the year
That means huge travel bills	The government insists that such a possibility is low	the government insists
He expects Citicorp to take a similar step this year	They speak volumes about the state of our society at a given moment	they speak volumes about our society at a given moment
Connaught is a biotechnology research and vaccine manufacturing concern	Her story is becoming part of local folklore	her story is
Analysts had mixed responses to the results	The economic ideas in the document are much bolder than current policies	the economic ideas in the document are
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	The result is mistrust and criticism from all around	the result is mistrust and criticism
The recent sharp stock market decline exacerbated those concerns	The American Stock Exchange listed shares of two companies	the american stock exchange listed shares
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Kyle manufactures electronic components	kyle manufactures
Developers are also eyeing the real estate portfolios of major corporations	He gave no further details	he gave no further
The dispute was the subject of a Wall Street Journal article in August	This phenomenon often makes stock prices swing wildly at the end of the trading session	this phenomenon often makes stock prices swing wildly
Never once did she gasp for air or mop her brow	Jacobs is an international engineering and construction concern	jacobs is an international engineering and construction
The company rejected those past proposals	Chandler might have been predicting the course of his own career	chandler might have been predicting
The report of the bankruptcy filing stunned Hollywood executives and investors	The Pentagon foiled the plan	the pentagon foiled
Ashland had a loss	The excess supply pushed gasoline prices down in that period	the excess supply pushed gasoline prices down
The company rejected those past proposals	Surveys suggested that consumer confidence was high before Friday	surveys suggested
East Bloc pollution data typically have been state secrets	The pilots argued that this triggered a pay raise for them	the pilots argued that this triggered
