demonstration	test_sentence	response
Connaught is a biotechnology research and vaccine manufacturing concern	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries
You already know the answer	And he questions the White House dedication	fail to follow
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The charges said that one worker suffered permanent brain damage from mercury exposure	the charges said that one worker suffered
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Japanese put up with it because the government provided job stability and growing paychecks	fail to follow
Miss Brady is deputy director of the Russian Research Foundation in London	Housing has been weak all year and especially so in the past five months	housing has been weak
Now it is their fellow Turks arriving as refugees from Bulgaria	Whether she can meet that ambitious goal is still far from certain	still far from certain
The mining zone has thus remained one of the most desolate places in Africa	Rolled copper product sales were major contributors to overall sales growth	rolled copper product sales were major contributors
Housing has been weak all year and especially so in the past five months	But some saw it as a classic negotiating tactic	some saw it as a classic negotiating tactic
Broader averages also posted modest gains	Local pollution problems require cheap energy and capital for their solution	local pollution problems require energy and capital for their solution
Developers are also eyeing the real estate portfolios of major corporations	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over
Drug companies lost a major liability case	The company earns about half its revenue overseas and plans further expansion	the company earns about half its revenue overseas
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Size and weight considerations also have limited screen displays	size and weight considerations also have limited
But weak car sales raise questions about future demand from the auto sector	The figures are at seasonally adjusted annual rates in trillions of dollars	the figures are at seasonally adjusted annual rates
Miss Brady is deputy director of the Russian Research Foundation in London	Some found it on the screen of a personal computer	some found it
The company earns about half its revenue overseas and plans further expansion	And the practice often varies from location to location even within a company	the practice varies from location to location even within a company
Developers are also eyeing the real estate portfolios of major corporations	Employees wore identification badges listing not only their names but also their dates of hire	employees wore identification badges listing
That means huge travel bills	One bank stock was a winner	one bank stock
Only now is it undergoing a badly needed facelift	Some in Big Oil are easing the grip on their wallets	some in big oil are easing the grip
The recent sharp stock market decline exacerbated those concerns	Union officials have taken a beating politically as a result	union officials have taken a beating politically
Simpson is an auto parts maker	It arrived just as the regulator handling such operations was retiring	it arrived
The company earns about half its revenue overseas and plans further expansion	Judith Valente contributed to this article	judith valente contributed to this
The report of the bankruptcy filing stunned Hollywood executives and investors	Her new line of work has some perils	her new line of work has some
Most earn high ratings from credit agencies	But some money managers are doing just that	some are doing
The mining zone has thus remained one of the most desolate places in Africa	The pilots argued that this triggered a pay raise for them	the pilots argued
