demonstration	test_sentence	response
Simpson is an auto parts maker	His humility gives him a much better chance of success	his humility gives him
East Bloc pollution data typically have been state secrets	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is warm and polished before a puerto rican congress
Other network applications have very different goals	It is a bureaucratic country	it is a bureaucratic
The company rejected those past proposals	But the two countries remain separated by a cultural barrier wider than the ocean	but the two countries remain separated
You already know the answer	Those viewers find the show confusing	fail to follow
You built your career on prejudice and hate	Japan is not a political country	not a political country
Size and weight considerations also have limited screen displays	Not that oil suddenly is a sure thing again	not that oil suddenly is a sure thing
Broader averages also posted modest gains	Innocent bystanders often are the victims	innocent bystanders often are
Most analysts had expected a sharper decline after the steep rise in August	An additional benefit is the creation of jobs	fail to follow
Connaught is a biotechnology research and vaccine manufacturing concern	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter
Other network applications have very different goals	Many Indians fear a repeat of that experience	many indians fear
Size and weight considerations also have limited screen displays	He had been associate professor in the department of finance at Seton Hall University	he had been associate professor in the department of finance
These big stocks greatly influence the Nasdaq Composite Index	New telephone lines posted healthy growth	fail to follow
Only now is it undergoing a badly needed facelift	The Environmental Protection Agency is getting a lot out of the Superfund program	fail to follow
Giant has interests in cement making and newsprint	Panda Motors is one such investment	panda motors is
The dispute was the subject of a Wall Street Journal article in August	Next year may see a drop of one percentage point	next year may see a drop
Drug companies lost a major liability case	He gave no further details	he gave no details
Repeat customers also can purchase luxury items at reduced prices	Both are mining concerns	fail to follow
The dispute was the subject of a Wall Street Journal article in August	The result is mistrust and criticism from all around	the result is
Civil suits against planners by clients seeking recovery of funds are increasingly common	German and Dutch investors reportedly loaded up on Kellogg Co	fail to follow
Some industry groups consistently weather the storm better than others	It may experience an upswing or two in between	fail to follow
But weak car sales raise questions about future demand from the auto sector	An additional benefit is the creation of jobs	additional benefit creation of jobs
Their verdict on real estate is almost the same	Analysts expect further jitters this week	analysts expect further jitters this
Simpson is an auto parts maker	Illinois Company Investments had been trimming its ranks until last summer	illinois company investments had been
