demonstration	test_sentence	response
The legal fight was the subject of a Wall Street Journal story yesterday	Details and Camden are essential Florio	fail to follow
They looked at the miniature and saw a giant folly	The antibody then kills the cell	the antibody then kills
The mining zone has thus remained one of the most desolate places in Africa	Everyone falls in love with everyone else	everyone falls in love
Housing has been weak all year and especially so in the past five months	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter from his manager putting him on probation
The two are also signing a trade agreement	Chandler might have been predicting the course of his own career	chandler might have been predicting
You built your career on prejudice and hate	Conversation was subdued as most patrons watched the latest market statistics on television	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	Nor does it cover the entire portfolio	nor does it cover
The company rejected those past proposals	Whether she can meet that ambitious goal is still far from certain	far from certain
Never once did she gasp for air or mop her brow	He also leads an opulent life style	he also leads an opulent life
The dispute was the subject of a Wall Street Journal article in August	They did me some good	they did me
Recruiter Donald Clark does note an increase in searches for minority candidates	Kidder officials stand by their aggressive use of program trading	kidder officials stand by
The company earns about half its revenue overseas and plans further expansion	Pension reform was its main thrust	pension reform was its thrust
He had been associate professor in the department of finance at Seton Hall University	The problem is not that the Fed is too unresponsive to the public interest	the problem is not
The legal fight was the subject of a Wall Street Journal story yesterday	And he added that manufactured goods exports are still rising	manufactured goods exports are still rising
He had been associate professor in the department of finance at Seton Hall University	Hanson is a London producer of consumer and other goods	hanson is
Only now is it undergoing a badly needed facelift	They could still panic and bail out of the market	they could still panic and bail out
Wang had previously forecast a loss	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries
Both the Peasants and Rural Solidarity are forming new political parties for farmers	No one has alleged that the donations were by themselves illegal	no one has alleged that the donations were illegal
Miss Brady is deputy director of the Russian Research Foundation in London	Both the Peasants and Rural Solidarity are forming new political parties for farmers	both the peasants and rural solidarity are
Simpson is an auto parts maker	Preparedness involves more than flashlights and fire alarms these days	preparedness involves
Those current holders would also receive minority interests in the new company	The laws take effect next month	the laws take effect
The engine plant may encompass plans for a joint components venture with Jaguar	Some institutional traders loved the wild ride	some institutional traders loved
These revised figures also may explain some of the recent strength of the dollar	Now it is their fellow Turks arriving as refugees from Bulgaria	now it is their fellow turks arriving as refugees
The closely watched funds rate is what banks charge each other on overnight loans	But the deal fell apart last week for lack of financing	fail to follow
