demonstration	test_sentence	response
Never once did she gasp for air or mop her brow	His humility gives him a much better chance of success	his humility gives him a much better chance
Simpson is an auto parts maker	President Bush signed a disaster declaration covering seven Northern California counties	president bush signed
The engine plant may encompass plans for a joint components venture with Jaguar	Cray made its announcement after the stock market closed	cray made its announcement
Wang had previously forecast a loss	Magazine publishers are facing spiraling costs and a glut of new titles	magazine publishers are facing a glut of new titles
Never once did she gasp for air or mop her brow	But funds generally are better prepared this time around	but funds generally are better prepared this time
Connaught is a biotechnology research and vaccine manufacturing concern	But it may have a good listener in Washington	but it may have
Wang had previously forecast a loss	The mining zone has thus remained one of the most desolate places in Africa	the mining zone has thus remained
Size and weight considerations also have limited screen displays	It is merely the most obvious	it is merely the most
Recruiter Donald Clark does note an increase in searches for minority candidates	The current ruble rate has long been out of line with the black market	the current ruble rate has long been out of line
The report of the bankruptcy filing stunned Hollywood executives and investors	It also licenses optically based data storage and retrieval devices	fail to follow
The company reported good gains in all of its divisions	The lack of any new cash probably would still leave the banks dissatisfied	the lack of any new cash
But even a little appeal has a lot of attraction these days	They could still panic and bail out of the market	they could still panic and bail out
Repeat customers also can purchase luxury items at reduced prices	But this is almost an underground activity	but this is almost underground
The two are also signing a trade agreement	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	the finance unit attributed the decline
It is hoped that other Japanese would then follow the leader	The British economy is hardly the picture of health these days	the british economy is hardly the picture of health
These big stocks greatly influence the Nasdaq Composite Index	Every major maker offers computers with color displays	every major maker offers computers
Waxman sells a variety of hardware products for the home repair market	a nun raising some lovable orphans	a nun raising
Giant has interests in cement making and newsprint	They have about seven candidates	they have
The dispute was the subject of a Wall Street Journal article in August	Ashland had a loss	ashland had
The company rejected those past proposals	The egg producers also lobbied the Food and Drug Administration	the egg producers lobbied
The company earns about half its revenue overseas and plans further expansion	Alan Murray contributed to this article	alan murray contributed to this
The engine plant may encompass plans for a joint components venture with Jaguar	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Details and Camden are essential Florio	details and camden are essential
The company rejected those past proposals	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries
