demonstration	test_sentence	response
Wang had previously forecast a loss	Options markets stopped trading in many securities	options markets stopped trading
Their verdict on real estate is almost the same	Panda Motors is one such investment	panda motors is one such
The legal fight was the subject of a Wall Street Journal story yesterday	Other scandal survivors are sometimes the best source of solace	other scandal survivors are sometimes
But even a little appeal has a lot of attraction these days	Higher earnings helped some issues	higher earnings helped some
Analysts had mixed responses to the results	The change prompted the rise of discount brokers and a reduction in securities research firms	the change prompted
The legal fight was the subject of a Wall Street Journal story yesterday	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval
Now it is their fellow Turks arriving as refugees from Bulgaria	The network must refund money to the advertisers and loses considerable revenue and prestige	the network must refund money
Giant has interests in cement making and newsprint	The House bill also distorts economic efficiency in all sorts of perverse ways	the house bill also distorts
Broader averages also posted modest gains	But the deal fell apart last week for lack of financing	but the deal fell apart last week
The recent sharp stock market decline exacerbated those concerns	One man wrapped several diamonds in the knot of his tie	one man wrapped several diamonds in the knot
Most earn high ratings from credit agencies	United Illuminating also amended its rate plan	united illuminating amended
That means huge travel bills	That structural lack is crucial because investors are the only source of market liquidity	that lack is crucial
The report of the bankruptcy filing stunned Hollywood executives and investors	The same factors limiting demand for office space have affected retailing	the same factors limiting demand for office space have affected
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The problem is not that the Fed is too unresponsive to the public interest	fail to follow
The engine plant may encompass plans for a joint components venture with Jaguar	Buyers stepped in to the futures pit	buyers stepped in
They looked at the miniature and saw a giant folly	It can happen in any industry	it can happen
The company earns about half its revenue overseas and plans further expansion	The trial begins today in federal court in Philadelphia	the trial begins today in federal court
Employees wore identification badges listing not only their names but also their dates of hire	Hostile takeovers are quite a new phenomenon	hostile takeovers are
It arrived just as the regulator handling such operations was retiring	They are more sophisticated this time	they are more sophisticated time
Simpson is an auto parts maker	The loyal servant has come full circle	the loyal servant has come
It was the highest bid in history for a work of art	One big obstacle is that few drugstores develop the film anymore	one big obstacle is
Drug companies lost a major liability case	There were many more	many more
Housing has been weak all year and especially so in the past five months	The local American Legion color guard led the way	fail to follow
Analysts expect others to show a similar pattern	He said that the research team had no financial stake in the drug	he said the research team had no financial stake
