demonstration	test_sentence	response
Other network applications have very different goals	His humility gives him a much better chance of success	his humility gives him
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Corporate due process appeals to management for a variety of reasons	corporate due process appeals to management
It arrived just as the regulator handling such operations was retiring	Some in Big Oil are easing the grip on their wallets	some in big oil are easing the grip on wallets
Other network applications have very different goals	The project has been in and out of the pipeline for more than a decade	the project has been
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Even claims against individuals and companies face significant roadblocks	even claims against individuals and companies face
Giant has interests in cement making and newsprint	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval
Housing has been weak all year and especially so in the past five months	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales
The recent sharp stock market decline exacerbated those concerns	These big stocks greatly influence the Nasdaq Composite Index	these big stocks greatly influence
Miss Brady is deputy director of the Russian Research Foundation in London	The board will be made up of seven directors of each holding company	the board will be made up of seven directors
Wang had previously forecast a loss	But transportation officials worry that such extraordinary measures and cooperation may not last	transportation officials worry that such extraordinary measures and cooperation may not last
Developers are also eyeing the real estate portfolios of major corporations	The closely watched funds rate is what banks charge each other on overnight loans	the closely watched funds rate is what banks charge each other
Broader averages also posted modest gains	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter from his manager
Miss Brady is deputy director of the Russian Research Foundation in London	The dollar rose modestly against most major currencies	the dollar rose
Miss Brady is deputy director of the Russian Research Foundation in London	Funds for drilling may inch up more next year if oil prices stay stable	funds for drilling may
The team then proposed modifications in their work process to management	Estimated volume was three million ounces	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	The West Germans then took over and finally found Markus Hess	the west germans then took over
It was the highest bid in history for a work of art	Accepted theories state that investors require higher returns on riskier investments	accepted theories state
Connaught is a biotechnology research and vaccine manufacturing concern	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass plans
Most analysts had expected a sharper decline after the steep rise in August	Some lagging competitors even may leave the personal computer business altogether	some competitors may leave the personal computer business altogether
He hit the lanes three years ago on the advice of his doctor	The mining zone has thus remained one of the most desolate places in Africa	the mining zone has remained one of the most desolate places in africa
The closely watched funds rate is what banks charge each other on overnight loans	Both companies are regional carriers in the Southwest	fail to follow
Only now is it undergoing a badly needed facelift	The stock market is certainly not too big for the Fed to handle	the stock market is certainly not too big
It arrived just as the regulator handling such operations was retiring	It expects any impact on its business to be slight	it expects any impact on business to be slight
Miss Brady is deputy director of the Russian Research Foundation in London	Continental Airlines is a unit of Texas Air Corp	continental airlines is
