demonstration	test_sentence	response
Those current holders would also receive minority interests in the new company	One man wrapped several diamonds in the knot of his tie	one man wrapped several diamonds
Broader averages also posted modest gains	Not everyone believes that the good times are over for shippers	fail to follow
Some industry groups consistently weather the storm better than others	Michael Applebaum resigned after less than a year in the posts	michael applebaum resigned after less than a year in the post
Developers are also eyeing the real estate portfolios of major corporations	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	democrats had been negotiating
Most earn high ratings from credit agencies	Your story is an insult to the citizens of the Mississippi Delta	your story is
Most analysts had expected a sharper decline after the steep rise in August	That announcement left union officials in Van Nuys and Oklahoma City uncertain about their futures	that announcement left union officials uncertain about their futures
You built your career on prejudice and hate	The Arabs had merely oil	fail to follow
The recent sharp stock market decline exacerbated those concerns	There is no rational justification for such behavior	there is no rational justification
The company reported good gains in all of its divisions	This is partly due to the particular demands of the crop	this is partly due
The legal fight was the subject of a Wall Street Journal story yesterday	The Arabs had merely oil	the arabs had
It arrived just as the regulator handling such operations was retiring	But junk bonds took more hits	but junk bonds took hits
It arrived just as the regulator handling such operations was retiring	They lied to me on the recruiting trip	they lied to me on the recruiting
That means huge travel bills	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	the finance unit attributed
The closely watched funds rate is what banks charge each other on overnight loans	His interest in the natural environment dates from his youth	fail to follow
The team then proposed modifications in their work process to management	It expects any impact on its business to be slight	fail to follow
The two are also signing a trade agreement	Conner already is shipping its new drives	conner already is shipping
Simpson is an auto parts maker	But both the traders and the pilots remain interested in some transaction	but both the traders and the pilots remain interested
Miss Brady is deputy director of the Russian Research Foundation in London	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed
You already know the answer	The plan would impose a brief freeze on physician fees next year	the plan would impose a brief freeze
Their verdict on real estate is almost the same	Compound yields assume reinvestment of dividends and that current yields continue for a year	fail to follow
The closely watched funds rate is what banks charge each other on overnight loans	The current ruble rate has long been out of line with the black market	the ruble rate has long been out of line with the black market
Giant has interests in cement making and newsprint	Size and weight considerations also have limited screen displays	size and weight considerations have
Broader averages also posted modest gains	Conference committees are breeding grounds for mischief	conference committees are breeding grounds
These big stocks greatly influence the Nasdaq Composite Index	But a few funds have taken other defensive steps	fail to follow
