original	label	prediction	demonstration
His facts lie on the alert war	his facts lie on the alert war	## same	Sun also reported a record backlog of orders
His convulsions rushed to his taste	his convulsions rushed to his taste	his convulsions rushed	Nguyen Van Chan is living proof that old ways die hard
The budget rests on the global telephone	the budget rests on the global telephone	## same	By the end of the century scientists had embraced the system
The real panic points to an renewed mistrust	the real panic points to an renewed mistrust	the real panic points to	The completion of the merger agreement follows months of twists and turns
The cultures look at the substantial reason	the cultures look at the substantial reason	## same	Conner already is shipping its new drives
The similar house stays on the rich culture	the similar house stays on the rich culture	## same	Americans may not be so lucky the next time
A unexplained niche appeared in the high argument meat	a unexplained niche appeared in the high argument meat	## same	This is football country
Windy sales live in the sleepy hallmark	windy sales live in the sleepy hallmark	## same	Many other brokerage firms had similarly bullish views
His chance lived in a light radio	his chance lived in a light radio	## same	But most investors were seeking share prices and other information
The touchy machines sat at the process business	the touchy machines sat at the process business	## same	Accepted theories of asset pricing offer a perfectly legitimate explanation
His enthusiasm died of a price sight	his enthusiasm died of a price sight	his enthusiasm died	Investors and analysts applauded the news
The several demand stays in the consecutive industry	the several demand stays in the consecutive industry	## same	Most British programming is more of an acquired taste
A specialized share walks towards the forest office	a specialized share walks towards the forest office	a specialized share walks	Drug companies lost a major liability case
The several company died from a great space	the several company died from a great space	the several company died	The company is facing a takeover proposal from the financier Sir James Goldsmith
The source business points to the best deficiency	the source business points to the best deficiency	the source business points to the deficiency	Yet these figures show only the most visible part of the problem
The intimate bill stays in the invented amount	the intimate bill stays in the invented amount	the intimate bill stays in	Accounting problems raise more knotty issues
The thin banks lie in the new industry	the thin banks lie in the new industry	## same	She expects both revenue and profit to gain this year
A disappointing recognition happened on their session week	a disappointing recognition happened on their session week	a disappointing recognition happened	But the firm has never had a day like yesterday
The obvious summer lies on the retrieval	the obvious summer lies on the retrieval	## same	The Janus Group had a similar recording for investors
A activity walks towards the slowing year	a activity walks towards the slowing year	## same	That means huge travel bills
The opening funds sat on the bid	the opening funds sat on the bid	the opening funds sat	He expects Citicorp to take a similar step this year
The same furor walks towards the mail loss	the same furor walks towards the mail loss	## same	But such a combination also presents great risks
A year hangs at his urgency	a year hangs at his urgency	a year hangs at his	But in this case the needle has a very sharp point
The strong commission lies on the big blue cost	the strong commission lies on the big blue cost	the strong commission lies on the big blue	Broader averages also posted modest gains
