demonstration	demon_label	test_sentence	response	attachment	structure
The song of the player is really popular	The song of is really popular	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The bird sang a melody	The bird sang	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The architect designed the building	The architect designed	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The chef cooked the meal	The chef cooked	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The programmer wrote the code	The programmer wrote	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The gardener watered the plants	The gardener watered	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The baker baked the cake	The baker baked	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The teacher explained the concept	The teacher explained	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley that had excited the tourists	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The guy caught the rat with a trap	the guy caught	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The tailor altered the coat	The tailor altered	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The student read the book	The student read	The coach led the team with three members	the coach led the team	pp	structure_1
