demonstration	demon_label	test_sentence	response	attachment	structure
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The police investigated the house with a garden	the police investigated	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The restaurant of the chef that had the blue tiles pleased us	the restaurant of the chef pleased us	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The miner of the gold that had the impurities was worthless	the miner of worthless	adjunct	structure_1
The dancer performed the routine	The dancer performed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The gamer played the game	The gamer played	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The chef cooked the meal	The chef cooked	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The student read the book	The student read	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The journalist reported the news	The journalist reported	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The fisherman caught the trout	The fisherman caught	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The driver steered the car	The driver steered	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The gardener watered the plants	The gardener watered	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The actor memorized the script	The actor memorized	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The carpenter built the house	The carpenter built	Michelle watched the movie with English subtitles	michelle watched with english subtitles	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The director of the orchestra played well	The director of played well	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
