demonstration	demon_label	test_sentence	response	attachment	structure
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The chef cooked the meal	The chef cooked	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The baker kneaded the dough	The baker kneaded	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The gamer played the game	The gamer played	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The dancer performed the routine	The dancer performed	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The student solved the equation	The student solved	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The journalist reported the news	The journalist reported	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The drugs of the supplier that had a nasty effect hurt everyone	the drugs hurt everyone	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Dan entered the room with a window	dan entered the room	pp	structure_1
The song of the player is really popular	The song of is really popular	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The director of the orchestra played well	The director of played well	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The gardener watered the plants	The gardener watered	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The librarian sorted the books	The librarian sorted	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
