demonstration	demon_label	test_sentence	response	attachment	structure
The director of the orchestra played well	The director of played well	The restaurant of the chef that had the blue tiles pleased us	the restaurant of the chef pleased us	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The librarian sorted the books	The librarian sorted	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The actor memorized the script	The actor memorized	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The bird sang a melody	The bird sang	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The teacher explained the concept	The teacher explained	The basketball player won the game with his team	the basketball player won	pp	structure_2
The programmer wrote the code	The programmer wrote	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The guy caught the rat with a trap	the guy caught	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The chef seasoned the soup	The chef seasoned	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Dan entered the room with a key	dan entered the room	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The chef cooked the meal	The chef cooked	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The tailor altered the coat	The tailor altered	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
