demonstration	demon_label	test_sentence	response	attachment	structure
The pilot flew the airplane	The pilot flew	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The jeweler polished the diamond	The jeweler polished	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The singer composed a song	The singer composed	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The student solved the equation	The student solved	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The bird sang a melody	The bird sang	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The driver steered the car	The driver steered	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The gardener watered the plants	The gardener watered	Dan entered the room with a key	dan entered	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The chef cooked the meal	The chef cooked	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The editor of the thesis that had the big nose made a lot of sense	fail to follow	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The baker baked the cake	The baker baked	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The detective solved the mystery	The detective solved	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The inventor of the machine that had the goatee was amazing	the inventor of was amazing	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
