demonstration	demon_label	test_sentence	response	attachment	structure
The teacher explained the concept	The teacher explained	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The bird sang a melody	The bird sang	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The actor memorized the script	The actor memorized	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The house of the painter looked odd	The house of looked odd	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The basketball player won the game with his team	the basketball player won	pp	structure_2
The gamer played the game	The gamer played	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The flowers of the valley that had the old castle excited the tourists	the flowers of the excited the tourists	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The dancer performed the routine	The dancer performed	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The student read the book	The student read	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The restaurant of the chef that had the blue tiles pleased us	the restaurant of that pleased us	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The tailor altered the coat	The tailor altered	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The singer composed a song	The singer composed	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
