demonstration	demon_label	test_sentence	response	attachment	structure
The driver steered the car	The driver steered	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The bishop of the church that had the funny eyebrows looked odd	the bishop of had the funny eyebrows looked odd	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The actor memorized the script	The actor memorized	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The baker kneaded the dough	The baker kneaded	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The musician tuned the guitar	The musician tuned	The guy caught the rat with a scar	the guy caught with a scar	pp	structure_1
The chef cooked the meal	The chef cooked	Dan entered the room with a key	dan entered the room	pp	structure_2
The house of the painter looked odd	The house of looked odd	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The pilot flew the airplane	The pilot flew	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The architect designed the building	The architect designed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The carpenter built the house	The carpenter built	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The tailor altered the coat	The tailor altered	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	The basketball player won the game with his team	the basketball player won	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The miner of the gold that had the impurities was worthless	the miner of that had was worthless	adjunct	structure_1
