demonstration	demon_label	test_sentence	response	attachment	structure
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The coach led the team with three members	the coach led the team	pp	structure_1
The bird sang a melody	The bird sang	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The fisherman caught the trout	The fisherman caught	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The programmer wrote the code	The programmer wrote	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The teacher explained the concept	The teacher explained	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The tailor altered the coat	The tailor altered	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The journalist reported the news	The journalist reported	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The director of the orchestra played well	The director of played well	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The actor memorized the script	The actor memorized	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The police investigated the house with a garden	the police investigated	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
