demonstration	demon_label	test_sentence	response	attachment	structure
The king of the mountain impressed Arthur	The king of impressed Arthur	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The pilot flew the airplane	The pilot flew	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The singer composed a song	The singer composed	The coach led the team with three members	the coach led the team	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The architect designed the building	The architect designed	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The carpenter built the house	The carpenter built	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The chef cooked the meal	The chef cooked	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The librarian sorted the books	The librarian sorted	The doctor noticed the boy using big headphones	the doctor noticed the boy using	pp	structure_1
The gardener watered the plants	The gardener watered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The fisherman caught the trout	The fisherman caught	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The actor memorized the script	The actor memorized	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The gold of the miner that had the impurities was worthless	the gold of was worthless	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The driver steered the car	The driver steered	Dan entered the room with a key	dan entered the room	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The valley of the flowers that had the old castle excited the tourists	the valley of the flowers excited the tourists	adjunct	structure_2
