demonstration	demon_label	test_sentence	response	attachment	structure
The carpenter built the house	The carpenter built	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The letter of the writer that had blonde hair arrived this morning	the letter of that arrived this morning	adjunct	structure_1
The director of the orchestra played well	The director of played well	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The musician tuned the guitar	The musician tuned	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The song of the player is really popular	The song of is really popular	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The singer composed a song	The singer composed	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The chef seasoned the soup	The chef seasoned	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The tailor altered the coat	The tailor altered	The guy caught the rat with a scar	the guy caught	pp	structure_1
The librarian sorted the books	The librarian sorted	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The actor memorized the script	The actor memorized	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The pilot flew the airplane	The pilot flew	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The editor of the thesis that had the big nose made a lot of sense	fail to follow	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The teacher explained the concept	The teacher explained	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The fisherman caught the trout	The fisherman caught	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The gardener watered the plants	The gardener watered	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
