demonstration	demon_label	test_sentence	response	attachment	structure
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The chef cooked the meal	The chef cooked	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The librarian sorted the books	The librarian sorted	The guy caught the rat with a scar	the guy caught	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The driver steered the car	The driver steered	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The architect designed the building	The architect designed	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The director of the orchestra played well	The director of played well	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The singer composed a song	The singer composed	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The dancer performed the routine	The dancer performed	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The student read the book	The student read	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The lawyer argued the case	The lawyer argued	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The tailor altered the coat	The tailor altered	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The student solved the equation	The student solved	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
