demonstration	demon_label	test_sentence	response	attachment	structure
The detective solved the mystery	The detective solved	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The gardener watered the plants	The gardener watered	Dan entered the room with a window	dan entered the room	pp	structure_1
The baker kneaded the dough	The baker kneaded	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The carpenter built the house	The carpenter built	the cook made the meal with a Chinese cleaver	the cook made	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The actor memorized the script	The actor memorized	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The student read the book	The student read	The police investigated the house with a garden	the police investigated	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The driver steered the car	The driver steered	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The musician tuned the guitar	The musician tuned	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The jeweler polished the diamond	The jeweler polished	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The chef cooked the meal	The chef cooked	The basketball player won the game with his team	the basketball player won	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The student solved the equation	The student solved	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	The guy caught the rat with a trap	the guy caught	pp	structure_2
