demonstration	demon_label	test_sentence	response	attachment	structure
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The chef seasoned the soup	The chef seasoned	Dan entered the room with a window	dan entered the room	pp	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The carpenter built the house	The carpenter built	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The baker kneaded the dough	The baker kneaded	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The valley of the flowers that had the old castle excited the tourists	the valley of the excited the tourists	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The detective solved the mystery	The detective solved	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The house of the painter that had the small windows looked odd	fail to follow	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The lawyer argued the case	The lawyer argued	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The student read the book	The student read	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The programmer wrote the code	The programmer wrote	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The bird sang a melody	The bird sang	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The chef cooked the meal	The chef cooked	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The editor of the thesis that had the big nose made a lot of sense	the editor of the big nose made a lot of sense	adjunct	structure_2
The gardener watered the plants	The gardener watered	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
