demonstration	demon_label	test_sentence	response	attachment	structure
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The director of the orchestra played well	The director of played well	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The baker baked the cake	The baker baked	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The carpenter built the house	The carpenter built	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Dan entered the room with a key	dan entered the room	pp	structure_2
The detective solved the mystery	The detective solved	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The librarian sorted the books	The librarian sorted	The guy caught the rat with a trap	the guy caught with a trap	pp	structure_2
The student read the book	The student read	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The architect designed the building	The architect designed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The writer of the letter that had blonde hair arrived this morning	the writer of that had blonde hair arrived this morning	adjunct	structure_2
The pilot flew the airplane	The pilot flew	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The musician tuned the guitar	The musician tuned	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The jeweler polished the diamond	The jeweler polished	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The driver steered the car	The driver steered	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The singer of the song that had long eyelashes was very smart	the singer of smart	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The miner of the gold that had the impurities was worthless	the miner of worthless	adjunct	structure_1
