demonstration	demon_label	test_sentence	response	attachment	structure
The king of the mountain impressed Arthur	The king of impressed Arthur	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The chef seasoned the soup	The chef seasoned	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The driver steered the car	The driver steered	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The baker baked the cake	The baker baked	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The student read the book	The student read	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The teacher explained the concept	The teacher explained	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The student solved the equation	The student solved	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The chef cooked the meal	The chef cooked	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The bird sang a melody	The bird sang	Dan entered the room with a key	dan entered the room	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The director of the orchestra played well	The director of played well	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
