demonstration	demon_label	test_sentence	response	attachment	structure
The singer composed a song	The singer composed	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The bird sang a melody	The bird sang	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The chef cooked the meal	The chef cooked	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that disappeared last monday	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The architect designed the building	The architect designed	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The driver steered the car	The driver steered	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The chef seasoned the soup	The chef seasoned	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The tailor altered the coat	The tailor altered	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The gardener watered the plants	The gardener watered	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The librarian sorted the books	The librarian sorted	The coach led the team with three members	the coach led the team	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
