demonstration	demon_label	test_sentence	response	attachment	structure
The gallery of the center impressed the critics	The gallery of impressed the critics	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The singer composed a song	The singer composed	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The gardener watered the plants	The gardener watered	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The baker kneaded the dough	The baker kneaded	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The student read the book	The student read	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The actor memorized the script	The actor memorized	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The baker baked the cake	The baker baked	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The bird sang a melody	The bird sang	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The director of the orchestra played well	The director of played well	The restaurant of the chef that had the blue tiles pleased us	the restaurant of the chef pleased us	adjunct	structure_2
The gamer played the game	The gamer played	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The jeweler polished the diamond	The jeweler polished	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The flowers of the valley that had the old castle excited the tourists	fail to follow	adjunct	structure_1
