demonstration	demon_label	test_sentence	response	attachment	structure
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The dancer performed the routine	The dancer performed	Michelle watched the movie with her boyfriend	michelle watched the movie	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Dan entered the room with a key	dan entered the room	pp	structure_2
The singer composed a song	The singer composed	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of nasty effect hurt everyone	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The bird sang a melody	The bird sang	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley that had excited the tourists	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The tailor altered the coat	The tailor altered	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The carpenter built the house	The carpenter built	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The detective solved the mystery	The detective solved	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The driver steered the car	The driver steered	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The student solved the equation	The student solved	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
