demonstration	demon_label	test_sentence	response	attachment	structure
The plains of the tribe looked strange	The plains of looked strange	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The architect designed the building	The architect designed	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The actor memorized the script	The actor memorized	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The librarian sorted the books	The librarian sorted	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The police investigated the house with a garden	the police investigated	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The pilot flew the airplane	The pilot flew	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The chef seasoned the soup	The chef seasoned	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The chef cooked the meal	The chef cooked	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The baker baked the cake	The baker baked	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The musician tuned the guitar	The musician tuned	The guy caught the rat with a scar	the guy caught with a scar	pp	structure_1
The gamer played the game	The gamer played	Dan entered the room with a window	dan entered the room	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The director of the orchestra played well	The director of played well	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
