demonstration	demon_label	test_sentence	response	attachment	structure
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The gardener watered the plants	The gardener watered	The guy caught the rat with a trap	the guy caught	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The singer of the song that had long eyelashes was very smart	the singer of long eyelashes was very smart	adjunct	structure_2
The teacher explained the concept	The teacher explained	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The detective solved the mystery	The detective solved	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The house of the painter looked odd	The house of looked odd	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The bird sang a melody	The bird sang	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The song of the player is really popular	The song of is really popular	The painter of the house that had the small windows looked odd	the painter of that had looked odd	adjunct	structure_1
The singer composed a song	The singer composed	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The student read the book	The student read	The police investigated the house with a garden	the police investigated	pp	structure_1
The baker kneaded the dough	The baker kneaded	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The driver steered the car	The driver steered	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The gamer played the game	The gamer played	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The journalist reported the news	The journalist reported	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that had a disappeared last monday	adjunct	structure_2
