demonstration	demon_label	test_sentence	response	attachment	structure
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The gold of the miner that had the impurities was worthless	fail to follow	adjunct	structure_2
The carpenter built the house	The carpenter built	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The chef seasoned the soup	The chef seasoned	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The baker baked the cake	The baker baked	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The house of the painter looked odd	The house of looked odd	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The actor memorized the script	The actor memorized	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The student read the book	The student read	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Dan entered the room with a key	dan entered the room	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The singer composed a song	The singer composed	The coach led the team with three members	the coach led the team	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The teacher explained the concept	The teacher explained	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The director of the orchestra played well	The director of played well	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The painter of the house that had the small windows looked odd	the painter of had the small windows looked odd	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
