demonstration	demon_label	test_sentence	response	attachment	structure
The park of the city delighted the children	The park of delighted the children	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The student read the book	The student read	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The tailor altered the coat	The tailor altered	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The song of the player is really popular	The song of is really popular	The machine of the inventor that had the goatee was amazing	the machine of that was amazing	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The singer composed a song	The singer composed	The coach led the team with three members	the coach led the team	pp	structure_1
The gardener watered the plants	The gardener watered	The basketball player won the game with his team	the basketball player won	pp	structure_2
The architect designed the building	The architect designed	The guy caught the rat with a scar	the guy caught	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The thesis of the editor that had the big nose made a lot of sense	the thesis of the editor made a lot of sense	adjunct	structure_1
The carpenter built the house	The carpenter built	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The pilot flew the airplane	The pilot flew	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The student solved the equation	The student solved	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The teacher explained the concept	The teacher explained	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The house of the painter looked odd	The house of looked odd	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The gold of the miner that had the impurities was worthless	fail to follow	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
